municipio,codigo_ibge,parâmetro,uf,Total de testes substâncias em geral para cada linha - incluindo MENOR_LQ,Total de inconsistentes,Total de Consistentes não detectados,Total de parâmetros com MENOR_LQ,Total de Consistentes detectados Abaixo do VMP,Total de Consistentes detectados Acima do VMP,Total_Detectados,prop1,prop2,cnae_724301,cnae_724302,cnae_729403,cnae_729404,cnae_1510600,cnae_1610205,cnae_2019399,cnae_2312500,cnae_2449199,cnae_2610800
RIFAINA,354360,Arsênio,SP,16,0,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RIO AZUL,412200,Arsênio,PR,31,0,16,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
RIO BOM,412210,Arsênio,PR,32,0,20,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RIO BONITO,330430,Arsênio,RJ,2,0,0,1,1,0,1,0.5,0,1,0,0,0,0,0,0,0,0,2
RIO BONITO DO IGUACU,412215,Arsênio,PR,28,4,16,0,8,0,8,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0
RIO BRANCO DO IVAI,412217,Arsênio,PR,22,0,7,13,2,0,2,0.09090909090909091,0,0,0,0,0,0,0,0,0,0,0
RIO BRANCO DO SUL,412220,Arsênio,PR,31,0,21,8,2,0,2,0.06451612903225806,0,0,0,0,0,0,0,0,0,1,0
RIO BRILHANTE,500720,Arsênio,MS,70,1,62,6,1,0,1,0.014492753623188406,0,0,0,0,0,3,0,0,0,0,0
RIO CASCA,315490,Arsênio,MG,22,8,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RIO DAS ANTAS,421440,Arsênio,SC,68,12,9,40,7,0,7,0.125,0,0,0,0,0,0,0,0,0,0,0
RIO DAS OSTRAS,330452,Arsênio,RJ,2,0,0,1,1,0,1,0.5,0,0,0,0,0,0,0,0,0,0,0
RIO DE CONTAS,292670,Arsênio,BA,6,6,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0
RIO DE JANEIRO,330455,Arsênio,RJ,24,22,0,1,1,0,1,0.5,0,277,4,2,28,62,1,25,12,42,135
RIO DO ANTONIO,292680,Arsênio,BA,5,5,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0
RIO DO CAMPO,421450,Arsênio,SC,41,0,8,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RIO DO OESTE,421460,Arsênio,SC,25,0,2,22,1,0,1,0.04,0,0,0,0,0,0,0,0,0,0,0
RIO DO PIRES,292690,Arsênio,BA,3,3,0,0,0,0,0,NA,NA,1,1,0,1,0,0,0,0,0,0
RIO DO PRADO,315510,Arsênio,MG,2,2,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0
RIO DO SUL,421480,Arsênio,SC,34,2,2,24,6,0,6,0.1875,0,1,0,0,0,0,0,0,0,0,2
RIO DOS CEDROS,421470,Arsênio,SC,27,0,3,18,6,0,6,0.2222222222222222,0,0,0,0,0,0,0,0,0,0,0
RIO DOS INDIOS,431555,Arsênio,RS,22,1,2,18,1,0,1,0.047619047619047616,0,0,0,0,0,0,0,0,0,0,0
RIO ESPERA,315520,Arsênio,MG,20,17,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RIO FORTUNA,421490,Arsênio,SC,16,0,2,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RIO GRANDE,431560,Arsênio,RS,76,0,31,34,10,1,11,0.14473684210526316,0.013157894736842105,0,0,0,0,0,0,0,0,0,1
RIO GRANDE DA SERRA,354410,Arsênio,SP,16,0,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RIO MANSO,315530,Arsênio,MG,27,15,4,3,5,0,5,0.4166666666666667,0,0,0,0,0,0,0,0,0,0,0
RIO NEGRO,412230,Arsênio,PR,72,0,28,26,18,0,18,0.25,0,0,0,0,0,4,1,3,0,0,1
RIO NEGRO,500730,Arsênio,MS,24,0,12,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
RIO PARANAIBA,315550,Arsênio,MG,16,1,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RIO PARDO,431570,Arsênio,RS,34,7,23,2,1,1,2,0.07407407407407407,0.037037037037037035,0,0,0,0,4,0,0,0,0,1
RIO PARDO DE MINAS,315560,Arsênio,MG,24,18,4,0,2,0,2,0.3333333333333333,0,1,0,0,0,0,0,0,0,0,0
RIO PIRACICABA,315570,Arsênio,MG,10,2,0,0,8,0,8,1,0,2,0,0,0,1,0,0,0,0,0
RIO POMBA,315580,Arsênio,MG,12,12,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0
RIO REAL,292700,Arsênio,BA,8,8,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0
RIO VERDE,521880,Arsênio,GO,219,45,96,56,22,0,22,0.12643678160919541,0,1,0,0,0,5,0,1,0,1,0
RIO VERDE DE MATO GROSSO,500740,Arsênio,MS,10,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RIO VERMELHO,315600,Arsênio,MG,6,6,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0
RIOLANDIA,354420,Arsênio,SP,29,5,9,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RIOZINHO,431575,Arsênio,RS,25,4,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RIQUEZA,421507,Arsênio,SC,49,2,9,38,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
RITAPOLIS,315610,Arsênio,MG,23,21,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
RIVERSUL,354350,Arsênio,SP,6,6,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0
ROCA SALES,431580,Arsênio,RS,32,0,32,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0
RODEIO BONITO,431590,Arsênio,RS,34,1,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ROLANDIA,412240,Arsênio,PR,72,0,34,38,0,0,0,0,0,0,0,0,0,22,0,0,0,1,1
ROLANTE,431600,Arsênio,RS,25,7,18,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
ROMELANDIA,421520,Arsênio,SC,32,0,4,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RONCADOR,412250,Arsênio,PR,33,0,17,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RONDA ALTA,431610,Arsênio,RS,50,2,47,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RONDINHA,431620,Arsênio,RS,28,1,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RONDON,412260,Arsênio,PR,20,0,9,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ROSANA,354425,Arsênio,SP,39,10,13,13,3,0,3,0.10344827586206896,0,0,0,0,0,1,0,0,0,0,0
ROSARIO DO IVAI,412265,Arsênio,PR,59,4,10,34,11,0,11,0.2,0,0,0,0,0,0,0,0,0,0,0
ROSARIO DO SUL,431640,Arsênio,RS,12,0,10,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
ROSEIRA,354430,Arsênio,SP,20,6,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RUBIACEA,354440,Arsênio,SP,35,11,17,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RUBIATABA,521890,Arsênio,GO,62,29,18,3,10,2,12,0.36363636363636365,0.06060606060606061,0,0,0,0,0,0,0,0,0,0
RUBIM,315660,Arsênio,MG,9,1,0,0,8,0,8,1,0,0,0,0,0,0,0,0,0,0,0
RUBINEIA,354450,Arsênio,SP,46,14,20,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RUY BARBOSA,292720,Arsênio,BA,8,6,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
SABARA,315670,Arsênio,MG,2,2,0,0,0,0,0,NA,NA,11,0,0,0,3,0,1,1,0,0
SABAUDIA,412270,Arsênio,PR,16,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAGRES,354470,Arsênio,SP,40,12,8,15,5,0,5,0.17857142857142858,0,0,0,0,0,0,0,0,0,0,0
SALESOPOLIS,354500,Arsênio,SP,42,4,15,19,4,0,4,0.10526315789473684,0,0,0,0,0,0,0,0,0,0,0
SALETE,421530,Arsênio,SC,20,0,2,17,1,0,1,0.05,0,0,0,0,0,0,0,0,0,0,0
SALGADO FILHO,412280,Arsênio,PR,36,0,16,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SALINAS,315700,Arsênio,MG,20,18,2,0,0,0,0,0,0,4,0,0,1,1,0,0,0,0,0
SALINAS DA MARGARIDA,292730,Arsênio,BA,11,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SALMOURAO,354510,Arsênio,SP,23,6,4,11,2,0,2,0.11764705882352941,0,0,0,0,0,0,0,0,0,0,0
SALTINHO,354515,Arsênio,SP,32,0,6,16,10,0,10,0.3125,0,0,0,0,0,0,0,0,0,1,0
SALTINHO,421535,Arsênio,SC,25,2,6,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SALTO DA DIVISA,315710,Arsênio,MG,2,0,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0
SALTO DE PIRAPORA,354530,Arsênio,SP,19,3,8,6,2,0,2,0.125,0,1,0,0,0,0,0,0,0,0,1
SALTO DO ITARARE,412290,Arsênio,PR,20,0,1,13,6,0,6,0.3,0,0,0,0,0,0,0,0,0,0,0
SALTO DO JACUI,431645,Arsênio,RS,40,1,39,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
SALTO DO LONTRA,412300,Arsênio,PR,36,0,16,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SALTO VELOSO,421540,Arsênio,SC,21,0,2,17,2,0,2,0.09523809523809523,0,0,0,0,0,0,0,0,0,0,0
SALVADOR,292740,Arsênio,BA,17,17,0,0,0,0,0,NA,NA,23,3,0,3,14,0,8,0,15,13
SALVADOR DO SUL,431650,Arsênio,RS,21,6,15,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
SANANDUVA,431660,Arsênio,RS,61,0,60,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SANCLERLANDIA,521900,Arsênio,GO,12,6,3,0,3,0,3,0.5,0,0,0,0,0,0,0,0,0,0,0
SANDOVALINA,354550,Arsênio,SP,19,0,7,11,1,0,1,0.05263157894736842,0,0,0,0,0,0,0,0,0,0,0
SANTA ALBERTINA,354570,Arsênio,SP,26,8,13,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SANTA AMELIA,412310,Arsênio,PR,12,0,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SANTA BARBARA,315720,Arsênio,MG,23,11,8,4,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0
SANTA BARBARA DE GOIAS,521910,Arsênio,GO,19,8,7,3,1,0,1,0.09090909090909091,0,0,0,0,0,0,0,0,0,0,0
SANTA BARBARA DO LESTE,315725,Arsênio,MG,4,4,0,0,0,0,0,NA,NA,0,0,0,2,0,0,0,0,0,0
SANTA BARBARA DO SUL,431670,Arsênio,RS,32,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SANTA BARBARA DO TUGURIO,315730,Arsênio,MG,11,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SANTA BRANCA,354600,Arsênio,SP,19,0,3,16,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
SANTA BRIGIDA,292760,Arsênio,BA,1,1,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0
SANTA CECILIA,421550,Arsênio,SC,51,1,11,37,2,0,2,0.04,0,0,0,0,0,0,1,0,0,0,0
SANTA CLARA D'OESTE,354610,Arsênio,SP,24,7,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SANTA CRUZ CABRALIA,292770,Arsênio,BA,4,4,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0
SANTA CRUZ DA ESPERANCA,354625,Arsênio,SP,17,0,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SANTA CRUZ DE MONTE CASTELO,412330,Arsênio,PR,18,1,10,6,1,0,1,0.058823529411764705,0,0,0,0,0,1,0,0,0,1,0
SANTA CRUZ DO ESCALVADO,315740,Arsênio,MG,5,1,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
SANTA CRUZ DO SUL,431680,Arsênio,RS,138,0,125,10,3,0,3,0.021739130434782608,0,0,0,0,0,0,0,1,0,0,6
SANTA EFIGENIA DE MINAS,315750,Arsênio,MG,3,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SANTA ERNESTINA,354650,Arsênio,SP,19,2,11,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SANTA FE,412340,Arsênio,PR,19,0,9,8,2,0,2,0.10526315789473684,0,0,0,0,0,0,0,0,0,0,0
SANTA FE DE MINAS,315760,Arsênio,MG,22,16,2,2,2,0,2,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0
SANTA HELENA,412350,Arsênio,PR,40,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
SANTA HELENA DE GOIAS,521930,Arsênio,GO,18,11,3,1,3,0,3,0.42857142857142855,0,0,0,0,0,0,0,0,0,0,0
SANTA INES,412360,Arsênio,PR,16,0,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SANTA ISABEL,354680,Arsênio,SP,52,0,12,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SANTA ISABEL,521935,Arsênio,GO,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SANTA IZABEL DO OESTE,412380,Arsênio,PR,34,0,14,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SANTA JULIANA,315770,Arsênio,MG,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SANTA LUCIA,412382,Arsênio,PR,20,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SANTA LUZIA,292805,Arsênio,BA,9,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SANTA LUZIA,315780,Arsênio,MG,12,5,1,4,2,0,2,0.2857142857142857,0,3,0,0,0,2,0,2,3,2,0
SANTA MARGARIDA,315790,Arsênio,MG,41,2,27,8,4,0,4,0.10256410256410256,0,0,0,0,0,0,0,0,0,0,0
SANTA MARGARIDA DO SUL,431697,Arsênio,RS,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SANTA MARIA,431690,Arsênio,RS,80,4,56,18,2,0,2,0.02631578947368421,0,0,0,0,0,8,0,0,0,1,8
SANTA MARIA,530010,Arsênio,DF,49,2,8,36,1,2,3,0.06382978723404255,0.0425531914893617,92,4,1,9,5,0,3,0,4,17
SANTA MARIA DA SERRA,354700,Arsênio,SP,35,2,10,19,4,0,4,0.12121212121212122,0,0,0,0,0,0,0,0,0,0,0
SANTA MARIA DE JETIBA,320455,Arsênio,ES,56,20,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SANTA MARIA DO HERVAL,431695,Arsênio,RS,38,6,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SANTA MARIA DO OESTE,412385,Arsênio,PR,18,0,10,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SANTA MARIA DO SALTO,315810,Arsênio,MG,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SANTA MARIA DO SUACUI,315820,Arsênio,MG,13,13,0,0,0,0,0,NA,NA,1,0,0,0,0,0,0,0,0,0
SANTA MARIANA,412390,Arsênio,PR,53,1,44,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SANTA MERCEDES,354710,Arsênio,SP,25,5,13,6,1,0,1,0.05,0,0,0,0,0,0,0,0,0,0,0
SANTA RITA DE CALDAS,315920,Arsênio,MG,14,10,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SANTA RITA DE IBITIPOCA,315940,Arsênio,MG,16,10,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SANTA RITA DO ARAGUAIA,521940,Arsênio,GO,26,3,8,13,2,0,2,0.08695652173913043,0,0,0,0,0,0,0,0,0,0,0
SANTA RITA DO ITUETO,315950,Arsênio,MG,2,2,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0
SANTA RITA DO PARDO,500755,Arsênio,MS,13,0,6,2,5,0,5,0.38461538461538464,0,0,0,0,0,0,0,0,0,0,0
SANTA RITA DO SAPUCAI,315960,Arsênio,MG,8,2,2,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,145
SANTA ROSA,431720,Arsênio,RS,36,2,31,2,1,0,1,0.029411764705882353,0,1,0,0,0,2,0,0,0,2,1
SANTA ROSA DA SERRA,315970,Arsênio,MG,29,0,21,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SANTA ROSA DE GOIAS,521950,Arsênio,GO,16,4,9,1,2,0,2,0.16666666666666666,0,0,0,0,0,0,0,0,0,0,0
SANTA ROSA DE LIMA,280650,Arsênio,SE,1,1,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0
SANTA ROSA DE LIMA,421560,Arsênio,SC,20,0,5,14,1,0,1,0.05,0,0,0,0,0,0,0,0,0,0,0
SANTA ROSA DE VITERBO,354760,Arsênio,SP,28,2,8,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SANTA ROSA DO TOCANTINS,171890,Arsênio,TO,6,0,0,5,1,0,1,0.16666666666666666,0,0,0,0,0,0,0,0,0,0,0
SANTA SALETE,354765,Arsênio,SP,18,6,3,8,1,0,1,0.08333333333333333,0,0,0,0,0,0,0,0,0,0,0
SANTA TERESA,320460,Arsênio,ES,58,16,0,42,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
SANTA TERESINHA,292850,Arsênio,BA,12,6,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
SANTA TEREZA DE GOIAS,521960,Arsênio,GO,2,2,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0
SANTA TEREZA DO OESTE,412402,Arsênio,PR,45,0,26,18,1,0,1,0.022222222222222223,0,0,0,0,0,0,0,0,0,0,0
SANTA TEREZINHA,421567,Arsênio,SC,63,0,13,46,4,0,4,0.06349206349206349,0,0,0,0,0,0,0,0,0,0,0
SANTA TEREZINHA DE GOIAS,521970,Arsênio,GO,2,2,0,0,0,0,0,NA,NA,6,0,0,0,0,0,0,0,0,0
SANTA TEREZINHA DE ITAIPU,412405,Arsênio,PR,26,0,26,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
SANTA TEREZINHA DO PROGRESSO,421568,Arsênio,SC,14,0,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SANTA VITORIA,315980,Arsênio,MG,29,15,4,2,8,0,8,0.5714285714285714,0,0,0,0,0,1,0,0,0,0,0
SANTA VITORIA DO PALMAR,431730,Arsênio,RS,100,0,75,13,12,0,12,0.12,0,0,0,0,0,0,0,0,0,0,0
SANTANA,292820,Arsênio,BA,12,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SANTANA DA BOA VISTA,431700,Arsênio,RS,14,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SANTANA DA PONTE PENSA,354720,Arsênio,SP,24,7,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SANTANA DA VARGEM,315830,Arsênio,MG,15,9,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SANTANA DE PARNAIBA,354730,Arsênio,SP,100,15,21,59,5,0,5,0.058823529411764705,0,0,0,0,0,1,0,1,0,3,4
SANTANA DE PIRAPAMA,315850,Arsênio,MG,6,5,0,1,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0
SANTANA DO ITARARE,412400,Arsênio,PR,20,0,6,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SANTANA DO MANHUACU,315890,Arsênio,MG,28,4,20,0,4,0,4,0.16666666666666666,0,0,0,0,0,0,0,0,0,0,0
SANTIAGO,431740,Arsênio,RS,28,2,25,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
SANTO AMARO,292860,Arsênio,BA,43,35,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SANTO AMARO DAS BROTAS,280660,Arsênio,SE,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
SANTO ANASTACIO,354770,Arsênio,SP,24,0,3,18,3,0,3,0.125,0,0,0,0,0,3,0,0,0,0,0
SANTO ANDRE,354780,Arsênio,SP,22,0,17,4,1,0,1,0.045454545454545456,0,0,0,0,0,2,0,8,0,7,23
SANTO ANGELO,431750,Arsênio,RS,46,2,32,2,7,3,10,0.22727272727272727,0.06818181818181818,0,0,0,0,6,0,0,0,1,2
SANTO ANTONIO DA PATRULHA,431760,Arsênio,RS,106,0,98,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
SANTO ANTONIO DA PLATINA,412410,Arsênio,PR,43,0,18,25,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
SANTO ANTONIO DAS MISSOES,431770,Arsênio,RS,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SANTO ANTONIO DE GOIAS,521973,Arsênio,GO,4,0,2,1,1,0,1,0.25,0,0,0,0,0,0,0,0,0,0,0
SANTO ANTONIO DE JESUS,292870,Arsênio,BA,13,8,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
SANTO ANTONIO DO AMPARO,315990,Arsênio,MG,11,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SANTO ANTONIO DO CAIUA,412420,Arsênio,PR,18,0,10,6,2,0,2,0.1111111111111111,0,0,0,0,0,0,0,0,0,0,0
SANTO ANTONIO DO DESCOBERTO,521975,Arsênio,GO,14,4,1,3,6,0,6,0.6,0,0,0,0,0,0,0,0,0,0,0
SANTO ANTONIO DO GRAMA,316010,Arsênio,MG,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SANTO ANTONIO DO ITAMBE,316020,Arsênio,MG,1,1,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0
SANTO ANTONIO DO JARDIM,354810,Arsênio,SP,32,8,8,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SANTO ANTONIO DO MONTE,316040,Arsênio,MG,16,12,2,0,2,0,2,0.5,0,0,0,0,0,0,0,3,0,3,1
SANTO ANTONIO DO PINHAL,354820,Arsênio,SP,53,15,6,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SANTO ANTONIO DO RETIRO,316045,Arsênio,MG,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SANTO ANTONIO DO SUDOESTE,412440,Arsênio,PR,20,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SANTO AUGUSTO,431780,Arsênio,RS,68,0,58,0,10,0,10,0.14705882352941177,0,0,0,0,0,0,0,0,0,0,0
SANTO CRISTO,431790,Arsênio,RS,92,9,45,7,23,8,31,0.37349397590361444,0.0963855421686747,0,0,0,0,0,0,0,0,0,0
SANTO ESTEVAO,292880,Arsênio,BA,10,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SANTO EXPEDITO,354830,Arsênio,SP,25,1,6,16,2,0,2,0.08333333333333333,0,0,0,0,0,0,0,0,0,0,0
SANTO EXPEDITO DO SUL,431795,Arsênio,RS,50,0,49,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SANTO HIPOLITO,316060,Arsênio,MG,32,7,15,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SANTO INACIO,412450,Arsênio,PR,17,0,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SANTOPOLIS DO AGUAPEI,354840,Arsênio,SP,28,6,1,11,10,0,10,0.45454545454545453,0,0,0,0,0,0,0,0,0,0,1
SANTOS,354850,Arsênio,SP,16,0,6,10,0,0,0,0,0,1,0,0,0,2,1,0,0,2,6
SANTOS DUMONT,316070,Arsênio,MG,2,2,0,0,0,0,0,NA,NA,0,0,0,0,0,0,1,0,7,0
SAO BENTO DO SAPUCAI,354860,Arsênio,SP,22,4,4,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAO BERNARDINO,421575,Arsênio,SC,22,5,5,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAO BERNARDO DO CAMPO,354870,Arsênio,SP,122,38,14,46,24,0,24,0.2857142857142857,0,0,0,0,0,1,0,3,2,11,45
SAO BONIFACIO,421590,Arsênio,SC,13,0,1,11,0,1,1,0.07692307692307693,0.07692307692307693,0,0,0,0,0,0,0,0,0,0
SAO BORJA,431800,Arsênio,RS,15,0,14,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
SAO BRAS,270820,Arsênio,AL,29,0,0,16,13,0,13,0.4482758620689655,0,0,0,0,0,0,0,0,0,0,0
SAO BRAS DO SUACUI,316090,Arsênio,MG,16,12,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAO CARLOS,421600,Arsênio,SC,26,2,1,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAO CARLOS DO IVAI,412460,Arsênio,PR,15,0,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAO CRISTOVAO,280670,Arsênio,SE,1,1,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0
SAO CRISTOVAO DO SUL,421605,Arsênio,SC,42,0,14,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAO DESIDERIO,292890,Arsênio,BA,19,10,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAO DOMINGOS,292895,Arsênio,BA,24,10,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAO DOMINGOS,421610,Arsênio,SC,44,1,9,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAO DOMINGOS,521980,Arsênio,GO,14,12,0,1,1,0,1,0.5,0,1,0,0,0,0,0,0,0,0,0
SAO FELIPE,292910,Arsênio,BA,10,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAO FELIX DE MINAS,316105,Arsênio,MG,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAO FIDELIS,330480,Arsênio,RJ,4,0,0,2,2,0,2,0.5,0,1,0,0,0,0,0,0,0,0,0
SAO FRANCISCO,316110,Arsênio,MG,6,6,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0
SAO FRANCISCO,354900,Arsênio,SP,23,7,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAO FRANCISCO DE ASSIS,431810,Arsênio,RS,68,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAO FRANCISCO DE ITABAPOANA,330475,Arsênio,RJ,8,0,0,1,7,0,7,0.875,0,0,0,0,1,0,0,0,0,0,0
SAO FRANCISCO DE PAULA,316120,Arsênio,MG,16,6,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAO FRANCISCO DE PAULA,431820,Arsênio,RS,31,8,23,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
SAO FRANCISCO DE SALES,316130,Arsênio,MG,9,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAO GERALDO,316150,Arsênio,MG,1,1,0,0,0,0,0,NA,NA,0,0,0,0,1,1,0,0,0,0
