municipio,codigo_ibge,parâmetro,uf,Total de testes substâncias em geral para cada linha - incluindo MENOR_LQ,Total de inconsistentes,Total de Consistentes não detectados,Total de parâmetros com MENOR_LQ,Total de Consistentes detectados Abaixo do VMP,Total de Consistentes detectados Acima do VMP,Total_Detectados,prop1,prop2,cnae_729404,cnae_729405,cnae_2019399,cnae_2093200,cnae_2522500,cnae_2539002,cnae_2721000
IPORANGA,352120,Cádmio,SP,48,0,14,30,4,0,4,0.08333333333333333,0,0,0,0,0,0,0,0
IPUACU,420768,Cádmio,SC,44,7,9,27,1,0,1,0.02702702702702703,0,0,0,0,0,0,0,0
IPUIUNA,313150,Cádmio,MG,12,4,2,6,0,0,0,0,0,0,0,0,0,0,0,0
IPUMIRIM,420770,Cádmio,SC,38,0,5,33,0,0,0,0,0,0,0,0,0,0,0,0
IPUPIARA,291410,Cádmio,BA,30,12,0,18,0,0,0,0,0,0,0,0,0,0,0,0
IRACEMA DO OESTE,411065,Cádmio,PR,18,0,10,8,0,0,0,0,0,0,0,0,0,0,0,0
IRACEMINHA,420775,Cádmio,SC,34,8,2,24,0,0,0,0,0,0,0,0,0,0,0,0
IRAI,431050,Cádmio,RS,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0
IRAMAIA,291430,Cádmio,BA,11,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0
IRANI,420780,Cádmio,SC,31,2,9,20,0,0,0,0,0,0,0,0,0,0,0,0
IRAPUA,352150,Cádmio,SP,20,1,1,15,3,0,3,0.15789473684210525,0,0,0,0,0,0,0,0
IRAQUARA,291440,Cádmio,BA,27,11,0,16,0,0,0,0,0,0,0,0,0,0,0,0
IRARA,291450,Cádmio,BA,5,5,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0
IRATI,411070,Cádmio,PR,69,8,47,7,7,0,7,0.11475409836065574,0,0,0,0,0,0,2,0
IRETAMA,411080,Cádmio,PR,50,0,30,20,0,0,0,0,0,0,0,0,0,0,0,0
IRINEOPOLIS,420790,Cádmio,SC,28,0,0,26,2,0,2,0.07142857142857142,0,0,0,0,0,0,0,0
IRUPI,320265,Cádmio,ES,14,0,6,8,0,0,0,0,0,0,0,0,0,0,0,0
ISRAELANDIA,521030,Cádmio,GO,2,0,0,0,2,0,2,1,0,0,0,0,0,0,0,0
ITA,420800,Cádmio,SC,22,0,5,15,1,1,2,0.09090909090909091,0.045454545454545456,0,0,0,0,0,0,0
ITAARA,431053,Cádmio,RS,65,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0
ITABELA,291465,Cádmio,BA,8,8,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0
ITABERA,352170,Cádmio,SP,51,23,0,23,5,0,5,0.17857142857142858,0,0,0,0,0,0,0,0
ITABERABA,291470,Cádmio,BA,30,13,0,17,0,0,0,0,0,0,0,0,0,1,0,0
ITABERAI,521040,Cádmio,GO,2,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0
ITABIRINHA,313180,Cádmio,MG,15,15,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0
ITACARAMBI,313210,Cádmio,MG,20,18,0,0,2,0,2,1,0,0,0,0,0,0,0,0
ITACARE,291490,Cádmio,BA,24,10,0,14,0,0,0,0,0,0,0,0,0,0,0,0
ITAETE,291500,Cádmio,BA,16,5,0,11,0,0,0,0,0,0,0,0,0,0,0,0
ITAGI,291510,Cádmio,BA,14,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0
ITAGIBA,291520,Cádmio,BA,13,2,0,11,0,0,0,0,0,0,0,0,0,0,0,0
ITAGIMIRIM,291530,Cádmio,BA,3,3,0,0,0,0,0,NA,NA,0,0,0,1,0,0,0
ITAGUACU DA BAHIA,291535,Cádmio,BA,8,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0
ITAGUAJE,411090,Cádmio,PR,15,0,10,5,0,0,0,0,0,0,0,0,0,0,0,0
ITAGUARI,521056,Cádmio,GO,1,1,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0
ITAGUARU,521060,Cádmio,GO,2,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0
ITAI,352180,Cádmio,SP,24,6,0,16,2,0,2,0.1111111111111111,0,0,0,0,0,0,0,0
ITAIOPOLIS,420810,Cádmio,SC,63,0,9,41,13,0,13,0.20634920634920634,0,0,0,0,0,0,0,0
ITAIPULANDIA,411095,Cádmio,PR,96,0,50,45,1,0,1,0.010416666666666666,0,0,0,0,0,0,0,0
ITAJA,521080,Cádmio,GO,8,1,5,2,0,0,0,0,0,0,0,0,0,0,0,0
ITAJU DO COLONIA,291540,Cádmio,BA,25,9,0,16,0,0,0,0,0,1,0,0,0,0,0,0
ITAJUBA,313240,Cádmio,MG,10,8,2,0,0,0,0,0,0,0,0,0,0,0,3,0
ITAMARAJU,291560,Cádmio,BA,10,10,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0
ITAMARI,291570,Cádmio,BA,13,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0
ITAMBE,291580,Cádmio,BA,12,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0
ITAMBE,411110,Cádmio,PR,19,0,10,9,0,0,0,0,0,0,0,0,0,0,0,0
ITAMOGI,313290,Cádmio,MG,26,16,0,10,0,0,0,0,0,0,0,0,0,0,0,0
ITANAGRA,291590,Cádmio,BA,11,11,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0
ITANHAEM,352210,Cádmio,SP,26,0,8,18,0,0,0,0,0,0,0,0,0,0,2,0
ITANHEM,291600,Cádmio,BA,15,15,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0
ITAOBIM,313330,Cádmio,MG,7,0,0,0,7,0,7,1,0,0,0,0,0,0,0,0
ITAOCA,352215,Cádmio,SP,38,0,9,21,8,0,8,0.21052631578947367,0,0,0,0,0,0,0,0
ITAPACI,521090,Cádmio,GO,4,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
ITAPAGIPE,313340,Cádmio,MG,28,19,0,3,6,0,6,0.6666666666666666,0,0,0,0,0,0,0,0
ITAPARICA,291610,Cádmio,BA,16,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
ITAPE,291620,Cádmio,BA,14,6,0,8,0,0,0,0,0,0,0,0,0,0,0,0
ITAPEBI,291630,Cádmio,BA,5,5,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0
ITAPECERICA,313350,Cádmio,MG,11,9,0,2,0,0,0,0,0,0,0,1,0,0,0,0
ITAPECERICA DA SERRA,352220,Cádmio,SP,30,0,15,14,1,0,1,0.03333333333333333,0,0,1,0,0,0,1,0
ITAPEJARA D'OESTE,411120,Cádmio,PR,16,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0
ITAPERUCU,411125,Cádmio,PR,12,0,10,2,0,0,0,0,0,0,0,0,0,1,1,0
ITAPETININGA,352230,Cádmio,SP,126,40,0,76,10,0,10,0.11627906976744186,0,0,0,1,0,0,2,0
ITAPEVA,313360,Cádmio,MG,16,12,0,4,0,0,0,0,0,0,0,0,2,0,0,0
ITAPEVA,352240,Cádmio,SP,122,34,0,77,11,0,11,0.125,0,1,0,0,0,0,0,0
ITAPEVI,352250,Cádmio,SP,25,3,8,14,0,0,0,0,0,0,0,0,2,0,4,0
ITAPICURU,291650,Cádmio,BA,12,12,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0
ITAPIRAPUA,521100,Cádmio,GO,12,3,1,5,3,0,3,0.3333333333333333,0,0,0,0,0,0,0,0
ITAPIRAPUA PAULISTA,352265,Cádmio,SP,39,10,10,18,1,0,1,0.034482758620689655,0,0,0,0,0,0,0,0
ITAPITANGA,291660,Cádmio,BA,14,6,0,8,0,0,0,0,0,0,0,0,0,0,0,0
ITAPOA,530010,Cádmio,DF,55,0,18,35,2,0,2,0.03636363636363636,0,9,2,3,2,0,26,1
ITAPORA,500450,Cádmio,MS,86,0,79,6,1,0,1,0.011627906976744186,0,0,0,0,0,0,0,0
ITAPORANGA,352280,Cádmio,SP,135,31,0,95,3,6,9,0.08653846153846154,0.057692307692307696,0,0,0,0,0,0,0
ITAPORANGA D'AJUDA,280320,Cádmio,SE,8,0,1,6,1,0,1,0.125,0,0,0,0,0,0,0,0
ITAPUCA,431057,Cádmio,RS,22,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0
ITAPURANGA,521120,Cádmio,GO,4,2,1,1,0,0,0,0,0,2,0,0,0,0,0,0
ITAQUI,431060,Cádmio,RS,46,7,39,0,0,0,0,0,0,0,0,2,0,0,0,0
ITAQUIRAI,500460,Cádmio,MS,15,0,7,8,0,0,0,0,0,0,0,0,0,0,0,0
ITARANTIM,291680,Cádmio,BA,4,4,0,0,0,0,0,NA,NA,1,0,0,0,0,0,0
ITARARE,352320,Cádmio,SP,61,0,0,57,4,0,4,0.06557377049180328,0,0,0,0,0,0,0,0
ITARIRI,352330,Cádmio,SP,56,0,20,33,3,0,3,0.05357142857142857,0,0,0,0,0,0,0,0
ITARUMA,521130,Cádmio,GO,18,3,6,6,3,0,3,0.2,0,0,0,0,0,0,0,0
ITATIAIUCU,313370,Cádmio,MG,8,5,0,0,2,1,3,1,0.3333333333333333,0,1,0,0,0,0,0
ITATIBA,352340,Cádmio,SP,56,4,15,35,2,0,2,0.038461538461538464,0,0,0,0,8,0,5,0
ITATIBA DO SUL,431070,Cádmio,RS,35,2,33,0,0,0,0,0,0,0,0,0,0,0,0,0
ITATINGA,352350,Cádmio,SP,40,7,16,16,1,0,1,0.030303030303030304,0,0,0,0,0,1,0,0
ITAU DE MINAS,313375,Cádmio,MG,30,18,0,12,0,0,0,0,0,0,0,0,0,0,0,0
ITAUCU,521140,Cádmio,GO,2,0,0,1,1,0,1,0.5,0,0,0,0,0,0,0,0
ITAUNA DO SUL,411130,Cádmio,PR,18,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0
ITAVERAVA,313390,Cádmio,MG,4,4,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0
ITINGA,313400,Cádmio,MG,5,3,0,2,0,0,0,0,0,1,2,0,0,0,0,0
ITIRAPUA,352370,Cádmio,SP,27,0,13,14,0,0,0,0,0,0,0,0,0,0,0,0
ITIUBA,291700,Cádmio,BA,4,4,0,0,0,0,0,NA,NA,0,1,0,0,0,0,0
ITOBI,352380,Cádmio,SP,28,4,8,16,0,0,0,0,0,0,0,0,0,0,0,0
ITUACU,291720,Cádmio,BA,8,4,0,4,0,0,0,0,0,0,0,0,1,0,0,0
ITUBERA,291730,Cádmio,BA,12,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0
ITUETA,313410,Cádmio,MG,28,2,0,0,26,0,26,1,0,0,0,0,0,0,0,0
ITUMBIARA,521150,Cádmio,GO,129,14,45,64,4,2,6,0.05217391304347826,0.017391304347826087,0,0,1,1,0,2,0
ITUMIRIM,313430,Cádmio,MG,14,10,0,4,0,0,0,0,0,0,0,0,0,0,0,0
ITUPEVA,352400,Cádmio,SP,32,1,5,25,1,0,1,0.03225806451612903,0,0,0,4,3,0,4,0
ITUPORANGA,420850,Cádmio,SC,39,0,7,32,0,0,0,0,0,0,0,0,0,0,0,0
ITURAMA,313440,Cádmio,MG,10,8,0,2,0,0,0,0,0,0,0,0,0,0,1,0
ITUTINGA,313450,Cádmio,MG,23,16,1,6,0,0,0,0,0,0,0,0,0,0,0,0
IVAI,411140,Cádmio,PR,69,1,32,32,4,0,4,0.058823529411764705,0,0,0,0,0,0,0,0
IVAIPORA,411150,Cádmio,PR,74,4,46,24,0,0,0,0,0,0,0,0,0,0,1,0
IVATE,411155,Cádmio,PR,38,0,20,18,0,0,0,0,0,0,0,0,0,0,0,0
IVATUBA,411160,Cádmio,PR,20,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0
IVINHEMA,500470,Cádmio,MS,50,0,27,23,0,0,0,0,0,0,0,0,0,0,0,0
IVOLANDIA,521160,Cádmio,GO,26,10,5,7,4,0,4,0.25,0,0,0,0,0,0,0,0
IVORA,431075,Cádmio,RS,22,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0
JABORA,420860,Cádmio,SC,14,0,5,9,0,0,0,0,0,0,0,0,0,0,0,0
JABORANDI,352420,Cádmio,SP,19,4,7,8,0,0,0,0,0,0,0,0,0,0,0,0
JABOTI,411170,Cádmio,PR,40,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0
JABOTICABA,431085,Cádmio,RS,14,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0
JABOTICATUBAS,313460,Cádmio,MG,10,9,0,0,1,0,1,1,0,0,0,0,1,0,0,0
JACARACI,291740,Cádmio,BA,6,6,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0
JACAREZINHO,411180,Cádmio,PR,54,0,26,28,0,0,0,0,0,0,0,0,0,0,0,0
JACINTO,313470,Cádmio,MG,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
JACOBINA,291750,Cádmio,BA,11,11,0,0,0,0,0,NA,NA,2,0,0,0,0,1,0
JACUI,313480,Cádmio,MG,8,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0
JACUPIRANGA,352460,Cádmio,SP,18,0,4,11,3,0,3,0.16666666666666666,0,0,0,2,0,0,0,0
JACUTINGA,431090,Cádmio,RS,24,1,21,2,0,0,0,0,0,0,0,0,0,0,0,0
JAGUAQUARA,291760,Cádmio,BA,12,1,0,11,0,0,0,0,0,1,0,0,0,0,0,0
JAGUARAO,431100,Cádmio,RS,20,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0
JAGUARARI,291770,Cádmio,BA,8,8,0,0,0,0,0,NA,NA,12,1,0,0,0,0,0
JAGUARI,431110,Cádmio,RS,36,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0
JAGUARIPE,291780,Cádmio,BA,46,18,0,28,0,0,0,0,0,0,0,0,0,0,0,0
JAIBA,313505,Cádmio,MG,30,20,2,0,8,0,8,0.8,0,0,0,0,0,0,0,0
JALES,352480,Cádmio,SP,24,7,2,15,0,0,0,0,0,0,0,0,0,0,1,0
JAMBEIRO,352490,Cádmio,SP,112,72,16,24,0,0,0,0,0,0,0,0,0,1,0,0
JANAUBA,313510,Cádmio,MG,18,14,0,0,4,0,4,1,0,0,0,0,0,0,1,0
JANDAIA,521170,Cádmio,GO,26,9,8,9,0,0,0,0,0,0,0,0,0,0,0,0
JANDAIA DO SUL,411210,Cádmio,PR,46,0,25,21,0,0,0,0,0,0,0,0,1,0,0,0
JANDAIRA,291790,Cádmio,BA,14,12,0,2,0,0,0,0,0,0,0,0,0,0,0,0
JANIOPOLIS,411220,Cádmio,PR,54,0,30,24,0,0,0,0,0,0,0,0,0,0,0,0
JANUARIA,313520,Cádmio,MG,75,71,0,0,4,0,4,1,0,0,0,0,0,0,0,0
JAPARATUBA,280330,Cádmio,SE,5,5,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0
JAPIRA,411230,Cádmio,PR,20,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0
JAPONVAR,313535,Cádmio,MG,7,7,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0
JAPORA,500480,Cádmio,MS,14,0,8,6,0,0,0,0,0,0,0,0,0,0,0,0
JAQUIRANA,431112,Cádmio,RS,86,1,84,1,0,0,0,0,0,0,0,0,0,0,0,0
JARAGUA,521180,Cádmio,GO,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
JARDIM,500500,Cádmio,MS,16,2,12,2,0,0,0,0,0,0,0,0,1,0,1,0
JARDIM ALEGRE,411250,Cádmio,PR,14,0,10,4,0,0,0,0,0,0,0,0,0,0,0,0
JARDIM BOTANICO,530010,Cádmio,DF,32,0,13,19,0,0,0,0,0,9,2,3,2,0,26,1
JARDINOPOLIS,420895,Cádmio,SC,33,1,9,23,0,0,0,0,0,0,0,0,0,0,0,0
JARINU,352520,Cádmio,SP,22,0,6,15,1,0,1,0.045454545454545456,0,0,0,0,0,0,2,1
JATAI,521190,Cádmio,GO,49,13,18,14,4,0,4,0.1111111111111111,0,0,0,0,0,0,0,0
JATEI,500510,Cádmio,MS,28,1,13,14,0,0,0,0,0,0,0,0,0,0,1,0
JAUPACI,521200,Cádmio,GO,16,5,7,2,2,0,2,0.18181818181818182,0,0,0,0,0,0,0,0
JEQUIE,291800,Cádmio,BA,27,2,0,25,0,0,0,0,0,1,0,1,0,0,1,0
JEQUITAI,313560,Cádmio,MG,4,2,0,0,2,0,2,1,0,0,0,0,0,0,0,0
JEQUITIBA,313570,Cádmio,MG,23,2,3,1,17,0,17,0.8095238095238095,0,0,0,0,0,0,0,0
JEQUITINHONHA,313580,Cádmio,MG,6,6,0,0,0,0,0,NA,NA,0,0,0,0,0,1,0
JEREMOABO,291810,Cádmio,BA,5,5,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0
JERIQUARA,352540,Cádmio,SP,15,1,7,7,0,0,0,0,0,0,0,0,0,0,0,0
JESUITAS,411275,Cádmio,PR,37,0,19,18,0,0,0,0,0,0,0,0,0,0,0,0
JIQUIRICA,291820,Cádmio,BA,14,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0
JITAUNA,291830,Cádmio,BA,13,2,0,11,0,0,0,0,0,0,0,0,0,0,0,0
JOACABA,420900,Cádmio,SC,7,1,0,0,6,0,6,1,0,0,0,0,0,0,2,0
JOAIMA,313600,Cádmio,MG,6,2,0,0,4,0,4,1,0,0,0,0,0,0,0,0
JOANOPOLIS,352550,Cádmio,SP,52,16,15,18,3,0,3,0.08333333333333333,0,0,0,0,0,0,1,0
JOAO PINHEIRO,313630,Cádmio,MG,30,6,0,0,21,3,24,1,0.125,0,0,0,0,0,2,0
JOAQUIM FELICIO,313640,Cádmio,MG,14,3,1,10,0,0,0,0,0,0,0,0,0,0,0,0
JOAQUIM TAVORA,411280,Cádmio,PR,95,0,46,49,0,0,0,0,0,0,0,0,0,0,0,0
JORDANIA,313650,Cádmio,MG,2,0,0,0,2,0,2,1,0,0,0,0,0,0,0,0
JOSE BOITEUX,420915,Cádmio,SC,20,0,2,18,0,0,0,0,0,0,0,0,0,0,0,0
JOSE RAYDAN,313655,Cádmio,MG,5,5,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0
JUATUBA,313665,Cádmio,MG,33,10,3,5,15,0,15,0.6521739130434783,0,0,0,0,0,0,2,0
JUCURUCU,291845,Cádmio,BA,5,5,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0
JULIO DE CASTILHOS,431120,Cádmio,RS,70,3,65,2,0,0,0,0,0,0,0,0,0,0,0,0
JUNDIAI DO SUL,411290,Cádmio,PR,20,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0
JUPIA,420917,Cádmio,SC,23,4,5,12,2,0,2,0.10526315789473684,0,0,0,0,0,0,0,0
JUQUIA,352610,Cádmio,SP,70,0,16,48,6,0,6,0.08571428571428572,0,0,0,0,0,0,0,0
JUQUITIBA,352620,Cádmio,SP,41,3,11,24,3,0,3,0.07894736842105263,0,0,0,1,0,0,0,0
JURAMENTO,313680,Cádmio,MG,17,8,0,3,6,0,6,0.6666666666666666,0,0,0,0,0,0,0,0
JURANDA,411295,Cádmio,PR,49,0,30,18,1,0,1,0.02040816326530612,0,0,0,0,0,0,0,0
JUSSARA,521220,Cádmio,GO,24,6,7,6,5,0,5,0.2777777777777778,0,0,0,0,0,0,0,0
JUSSIAPE,291860,Cádmio,BA,9,9,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0
JUTI,500515,Cádmio,MS,14,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0
JUVENILIA,313695,Cádmio,MG,28,26,0,2,0,0,0,0,0,0,0,0,0,0,0,0
LACERDOPOLIS,420920,Cádmio,SC,17,0,4,11,2,0,2,0.11764705882352941,0,0,0,0,0,0,0,0
LADAINHA,313700,Cádmio,MG,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LADARIO,500520,Cádmio,MS,8,0,7,0,1,0,1,0.125,0,0,0,0,0,0,0,0
LAFAIETE COUTINHO,291870,Cádmio,BA,14,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0
LAGAMAR,313710,Cádmio,MG,4,2,0,0,2,0,2,1,0,0,0,0,0,0,0,0
LAGO NORTE,530010,Cádmio,DF,19,0,10,7,2,0,2,0.10526315789473684,0,9,2,3,2,0,26,1
LAGO SUL,530010,Cádmio,DF,20,0,7,12,1,0,1,0.05,0,9,2,3,2,0,26,1
LAGOA BONITA DO SUL,431123,Cádmio,RS,20,3,15,2,0,0,0,0,0,0,0,0,0,0,0,0
LAGOA DA CONFUSAO,171190,Cádmio,TO,6,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0
LAGOA DO OURO,260860,Cádmio,PE,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LAGOA DOS PATOS,313730,Cádmio,MG,12,5,0,0,7,0,7,1,0,0,0,0,0,0,0,0
LAGOA DOURADA,313740,Cádmio,MG,55,46,0,9,0,0,0,0,0,0,0,0,0,0,0,0
LAGOA REAL,291875,Cádmio,BA,6,6,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0
LAGOA SANTA,313760,Cádmio,MG,4,0,0,2,2,0,2,0.5,0,0,0,4,0,0,1,0
LAGOA SANTA,521225,Cádmio,GO,11,5,3,3,0,0,0,0,0,0,0,0,0,0,0,0
LAGOA VERMELHA,431130,Cádmio,RS,32,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0
LAGOAO,431125,Cádmio,RS,17,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0
LAGOINHA,352630,Cádmio,SP,27,17,4,6,0,0,0,0,0,0,0,0,0,0,0,0
LAGUNA,420940,Cádmio,SC,117,0,33,81,3,0,3,0.02564102564102564,0,0,0,0,2,0,0,0
LAGUNA CARAPA,500525,Cádmio,MS,16,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0
LAJE,291880,Cádmio,BA,13,6,0,7,0,0,0,0,0,0,0,0,0,0,0,0
LAJEADO,431140,Cádmio,RS,47,0,46,1,0,0,0,0,0,0,0,0,0,0,2,0
LAJEADO GRANDE,420945,Cádmio,SC,45,0,14,31,0,0,0,0,0,0,0,0,0,0,0,0
LAJEDAO,291890,Cádmio,BA,10,10,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0
LAJEDINHO,291900,Cádmio,BA,11,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0
LAJEDO,260880,Cádmio,PE,1,1,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0
LAJEDO DO TABOCAL,291905,Cádmio,BA,15,5,0,10,0,0,0,0,0,0,0,0,0,0,0,0
LAMARAO,291910,Cádmio,BA,10,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0
LAPA,411320,Cádmio,PR,117,0,56,61,0,0,0,0,0,0,0,0,0,0,1,0
LARANJA DA TERRA,320316,Cádmio,ES,20,0,0,18,2,0,2,0.1,0,0,0,0,0,0,0,0
LARANJAL,313800,Cádmio,MG,2,2,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0
LARANJAL,411325,Cádmio,PR,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
LARANJAL PAULISTA,352640,Cádmio,SP,51,16,13,18,4,0,4,0.11428571428571428,0,0,0,0,2,0,1,0
LARANJEIRAS,280360,Cádmio,SE,1,1,0,0,0,0,0,NA,NA,1,0,0,0,0,0,0
LARANJEIRAS DO SUL,411330,Cádmio,PR,34,10,16,8,0,0,0,0,0,0,0,0,0,0,0,0
LAURENTINO,420950,Cádmio,SC,4,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
LAURO MULLER,420960,Cádmio,SC,19,0,1,18,0,0,0,0,0,0,0,0,0,0,0,0
LAVRAS,313820,Cádmio,MG,12,2,0,10,0,0,0,0,0,0,0,0,2,0,0,0
LAVRAS DO SUL,431150,Cádmio,RS,29,5,24,0,0,0,0,0,0,0,0,0,0,0,0,0
LAVRINHAS,352660,Cádmio,SP,21,12,3,4,2,0,2,0.2222222222222222,0,0,0,1,0,0,0,0
LEANDRO FERREIRA,313830,Cádmio,MG,3,1,0,1,1,0,1,0.5,0,0,0,0,0,0,0,0
LEBON REGIS,420970,Cádmio,SC,61,1,11,38,11,0,11,0.18333333333333332,0,0,0,0,0,0,0,0
LENCOIS,291930,Cádmio,BA,25,10,0,15,0,0,0,0,0,0,0,0,0,0,0,0
LEOBERTO LEAL,420980,Cádmio,SC,28,0,2,24,2,0,2,0.07142857142857142,0,0,0,0,0,0,0,0
LEOPOLDO DE BULHOES,521230,Cádmio,GO,28,4,14,9,1,0,1,0.041666666666666664,0,0,0,0,1,0,0,0
LEOPOLIS,411340,Cádmio,PR,26,2,18,5,1,0,1,0.041666666666666664,0,0,0,0,0,0,0,0
LIBERATO SALZANO,431160,Cádmio,RS,42,0,40,2,0,0,0,0,0,0,0,0,0,0,0,0
LICINIO DE ALMEIDA,291940,Cádmio,BA,6,6,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0
LIDIANOPOLIS,411342,Cádmio,PR,36,0,21,15,0,0,0,0,0,0,0,0,0,0,0,0
LIMEIRA DO OESTE,313862,Cádmio,MG,12,3,0,2,7,0,7,0.7777777777777778,0,0,0,0,0,0,0,0
LINDOESTE,411345,Cádmio,PR,19,0,10,8,1,0,1,0.05263157894736842,0,0,0,0,0,0,0,0
LINDOIA DO SUL,420985,Cádmio,SC,43,6,6,30,1,0,1,0.02702702702702703,0,0,0,0,0,0,0,0
LINS,352710,Cádmio,SP,101,1,8,90,2,0,2,0.02,0,0,0,0,0,0,0,0
LIVRAMENTO DE NOSSA SENHORA,291950,Cádmio,BA,11,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0
LOANDA,411350,Cádmio,PR,25,0,15,10,0,0,0,0,0,0,0,0,1,0,14,0
LONDRINA,411370,Cádmio,PR,307,0,149,158,0,0,0,0,0,0,0,1,3,0,21,1
LONTRA,313865,Cádmio,MG,7,7,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0
LORENA,352720,Cádmio,SP,95,48,15,32,0,0,0,0,0,0,0,3,2,0,1,0
LOURDES,352725,Cádmio,SP,15,6,1,8,0,0,0,0,0,0,0,0,0,0,0,0
LUCELIA,352740,Cádmio,SP,43,11,4,28,0,0,0,0,0,0,0,0,0,0,0,0
LUCIANOPOLIS,352750,Cádmio,SP,24,0,0,19,4,1,5,0.20833333333333334,0.041666666666666664,0,0,0,0,0,0,0
LUIS EDUARDO MAGALHAES,291955,Cádmio,BA,39,9,5,25,0,0,0,0,0,0,0,3,0,1,0,0
LUISLANDIA,313868,Cádmio,MG,3,1,0,1,1,0,1,0.5,0,0,0,0,0,0,0,0
LUIZ ALVES,421000,Cádmio,SC,19,0,2,17,0,0,0,0,0,0,0,0,1,0,3,0
LUIZIANA,411373,Cádmio,PR,20,0,10,9,1,0,1,0.05,0,0,0,0,0,0,0,0
LUIZIANIA,352770,Cádmio,SP,24,5,6,13,0,0,0,0,0,0,0,0,0,0,0,0
LUNARDELLI,411375,Cádmio,PR,41,1,22,18,0,0,0,0,0,0,0,0,0,0,0,0
LUPERCIO,352780,Cádmio,SP,31,2,0,26,3,0,3,0.10344827586206896,0,0,0,0,0,0,0,0
LUPIONOPOLIS,411380,Cádmio,PR,20,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0
LUTECIA,352790,Cádmio,SP,11,1,5,4,1,0,1,0.1,0,0,0,0,0,0,0,0
LUZ,313880,Cádmio,MG,6,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0
LUZIANIA,521250,Cádmio,GO,74,22,7,18,19,8,27,0.5192307692307693,0.15384615384615385,0,0,1,1,0,0,1
MACAMBARA,431171,Cádmio,RS,14,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0
