municipio,codigo_ibge,parâmetro,uf,Total de testes substâncias em geral para cada linha - incluindo MENOR_LQ,Total de inconsistentes,Total de Consistentes não detectados,Total de parâmetros com MENOR_LQ,Total de Consistentes detectados Abaixo do VMP,Total de Consistentes detectados Acima do VMP,Total_Detectados,prop1,prop2,cnae_729404,cnae_729405,cnae_2019399,cnae_2029100,cnae_2033900,cnae_2071100,cnae_2422901,cnae_2449199,cnae_2539001,cnae_2539002,cnae_2599399,cnae_2660400,cnae_2722801,cnae_2722802,cnae_2910701,cnae_2920401,cnae_2945000,cnae_3313902,cnae_3831999
RIALMA,521860,Chumbo,GO,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
RIANAPOLIS,521870,Chumbo,GO,22,2,6,9,5,0,5,0.25,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
RIBAS DO RIO PARDO,500710,Chumbo,MS,14,3,4,3,4,0,4,0.36363636363636365,0,0,1,1,50,0,1,0,0,28,0,1,0,0,0,0,0,0,0,0
RIBEIRA,354280,Chumbo,SP,62,10,16,21,14,1,15,0.28846153846153844,0.019230769230769232,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
RIBEIRA DO AMPARO,292650,Chumbo,BA,5,5,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RIBEIRA DO POMBAL,292660,Chumbo,BA,12,12,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,2
RIBEIRAO BRANCO,354300,Chumbo,SP,54,18,0,34,1,1,2,0.05555555555555555,0.027777777777777776,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
RIBEIRAO CORRENTE,354310,Chumbo,SP,16,0,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
RIBEIRAO DO PINHAL,412190,Chumbo,PR,33,5,15,9,1,3,4,0.14285714285714285,0.10714285714285714,0,0,0,1,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0
RIBEIRAO DO SUL,354320,Chumbo,SP,16,0,0,14,2,0,2,0.125,0,0,0,0,2,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0
RIBEIRAO DOS INDIOS,354323,Chumbo,SP,18,0,3,12,3,0,3,0.16666666666666666,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
RIBEIRAO GRANDE,354325,Chumbo,SP,67,13,0,52,2,0,2,0.037037037037037035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RIBEIROPOLIS,280600,Chumbo,SE,5,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
RIFAINA,354360,Chumbo,SP,16,0,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2
RIO AZUL,412200,Chumbo,PR,29,0,14,15,0,0,0,0,0,0,0,0,1,0,1,0,1,9,0,0,0,0,0,0,0,0,0,0
RIO BOM,412210,Chumbo,PR,32,0,20,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RIO BONITO,330430,Chumbo,RJ,2,0,0,1,1,0,1,0.5,0,0,0,0,0,0,1,0,0,44,0,7,0,0,0,0,0,1,0,3
RIO BONITO DO IGUACU,412215,Chumbo,PR,28,2,16,0,10,0,10,0.38461538461538464,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
RIO BRANCO,120040,Chumbo,AC,1,0,0,0,1,0,1,1,0,0,0,1,1,0,2,0,0,43,2,21,0,1,0,1,0,1,1,7
RIO BRANCO DO IVAI,412217,Chumbo,PR,22,1,11,8,2,0,2,0.09523809523809523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RIO BRANCO DO SUL,412220,Chumbo,PR,37,0,30,5,2,0,2,0.05405405405405406,0,0,0,0,1,0,0,0,1,32,2,1,0,0,0,0,0,0,0,2
RIO BRILHANTE,500720,Chumbo,MS,70,5,58,7,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1,0,0,0,0,0,0,0,0,0
RIO CASCA,315490,Chumbo,MG,20,8,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2
RIO DAS ANTAS,421440,Chumbo,SC,68,12,8,35,13,0,13,0.23214285714285715,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
RIO DAS OSTRAS,330452,Chumbo,RJ,2,0,0,1,1,0,1,0.5,0,0,0,0,1,0,1,0,0,89,7,19,0,0,0,0,0,0,1,9
RIO DE CONTAS,292670,Chumbo,BA,8,8,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
RIO DE JANEIRO,330455,Chumbo,RJ,33,23,0,5,5,0,5,0.5,0,28,8,25,48,5,124,24,42,1409,85,493,25,4,0,14,3,27,8,214
RIO DO ANTONIO,292680,Chumbo,BA,6,6,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RIO DO CAMPO,421450,Chumbo,SC,39,0,4,32,3,0,3,0.07692307692307693,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
RIO DO OESTE,421460,Chumbo,SC,25,0,2,20,3,0,3,0.12,0,0,0,0,1,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
RIO DO PIRES,292690,Chumbo,BA,4,4,0,0,0,0,0,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RIO DO PRADO,315510,Chumbo,MG,2,2,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
RIO DO SUL,421480,Chumbo,SC,34,0,1,26,7,0,7,0.20588235294117646,0,0,0,0,1,0,0,0,0,110,4,10,0,0,0,0,0,0,0,3
RIO DOS CEDROS,421470,Chumbo,SC,26,0,2,18,6,0,6,0.23076923076923078,0,0,0,0,0,0,0,0,0,8,2,4,0,0,0,0,0,0,0,1
RIO DOS INDIOS,431555,Chumbo,RS,22,1,18,2,1,0,1,0.047619047619047616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RIO ESPERA,315520,Chumbo,MG,18,15,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RIO FORTUNA,421490,Chumbo,SC,16,0,0,15,1,0,1,0.0625,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
RIO GRANDE,431560,Chumbo,RS,79,0,67,12,0,0,0,0,0,0,0,0,2,0,1,0,0,104,10,12,0,1,1,1,0,2,0,10
RIO GRANDE DA SERRA,354410,Chumbo,SP,16,0,5,11,0,0,0,0,0,0,0,0,1,0,0,0,0,22,0,4,0,0,0,0,0,0,0,0
RIO MANSO,315530,Chumbo,MG,29,10,3,3,13,0,13,0.6842105263157895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RIO NEGRO,412230,Chumbo,PR,72,1,33,27,11,0,11,0.15492957746478872,0,0,0,3,0,0,0,0,0,31,0,10,0,0,0,0,0,0,0,1
RIO NEGRO,500730,Chumbo,MS,24,3,9,12,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
RIO NOVO DO SUL,320440,Chumbo,ES,14,0,0,13,1,0,1,0.07142857142857142,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0
RIO PARANAIBA,315550,Chumbo,MG,14,1,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,1,0,0,0,0,0,0,0,0
RIO PARDO,431570,Chumbo,RS,35,5,19,7,1,3,4,0.13333333333333333,0.1,0,0,0,3,0,0,0,0,13,0,2,0,1,0,0,0,1,0,2
RIO PARDO DE MINAS,315560,Chumbo,MG,24,14,0,4,6,0,6,0.6,0,0,0,0,10,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
RIO PIRACICABA,315570,Chumbo,MG,9,3,0,0,6,0,6,1,0,0,0,0,1,0,0,0,0,13,1,0,0,0,0,0,0,0,0,1
RIO POMBA,315580,Chumbo,MG,15,10,0,3,2,0,2,0.4,0,0,0,0,0,0,1,0,0,9,0,0,0,0,0,0,0,0,0,1
RIO REAL,292700,Chumbo,BA,12,10,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,1
RIO VERDE,521880,Chumbo,GO,208,31,98,53,26,0,26,0.14689265536723164,0,0,0,1,4,0,2,1,1,162,3,30,0,1,0,0,0,0,0,10
RIO VERDE DE MATO GROSSO,500740,Chumbo,MS,10,0,9,1,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,2,0,0,0,0,0,0,0,1
RIO VERMELHO,315600,Chumbo,MG,6,6,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RIOLANDIA,354420,Chumbo,SP,27,5,5,10,7,0,7,0.3181818181818182,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
RIOZINHO,431575,Chumbo,RS,26,4,20,2,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0
RIQUEZA,421507,Chumbo,SC,37,0,8,23,6,0,6,0.16216216216216217,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0
RITAPOLIS,315610,Chumbo,MG,19,19,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
RIVERSUL,354350,Chumbo,SP,6,6,0,0,0,0,0,NA,NA,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ROCA SALES,431580,Chumbo,RS,32,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0
RODEIO BONITO,431590,Chumbo,RS,34,1,31,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0
ROLANDIA,412240,Chumbo,PR,72,3,33,35,1,0,1,0.014492753623188406,0,0,0,0,2,0,9,0,1,53,5,11,0,11,0,0,0,0,1,4
ROLANTE,431600,Chumbo,RS,27,6,18,3,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,3,0,0,0,0,0,0,0,0
ROMELANDIA,421520,Chumbo,SC,32,0,4,28,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
RONCADOR,412250,Chumbo,PR,33,0,19,14,0,0,0,0,0,0,0,0,1,0,0,0,0,10,0,2,0,0,0,0,0,0,0,1
RONDA ALTA,431610,Chumbo,RS,52,2,46,4,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,2,0,0,0,0,0,0,0,2
RONDINHA,431620,Chumbo,RS,30,0,27,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
RONDON,412260,Chumbo,PR,20,3,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,2,0,0,0,0,0,0,0,0
ROSANA,354425,Chumbo,SP,40,10,12,11,6,1,7,0.23333333333333334,0.03333333333333333,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0
ROSARIO DO IVAI,412265,Chumbo,PR,59,0,31,27,1,0,1,0.01694915254237288,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ROSARIO DO SUL,431640,Chumbo,RS,12,0,10,2,0,0,0,0,0,0,0,0,2,0,0,0,0,18,0,12,0,1,0,0,0,1,0,0
ROSEIRA,354430,Chumbo,SP,20,6,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
RUBELITA,315650,Chumbo,MG,2,0,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RUBIACEA,354440,Chumbo,SP,31,9,11,9,2,0,2,0.09090909090909091,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
RUBIATABA,521890,Chumbo,GO,64,30,21,7,4,2,6,0.17647058823529413,0.058823529411764705,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,1
RUBIM,315660,Chumbo,MG,9,1,0,0,8,0,8,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
RUBINEIA,354450,Chumbo,SP,42,12,12,14,4,0,4,0.13333333333333333,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
RUSSAS,231180,Chumbo,CE,9,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,21,1,3,0,0,0,0,0,0,0,0
RUY BARBOSA,292720,Chumbo,BA,11,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
SABAUDIA,412270,Chumbo,PR,15,1,10,4,0,0,0,0,0,0,0,0,1,0,1,0,0,18,0,1,0,0,0,0,0,0,0,1
SAGRES,354470,Chumbo,SP,40,12,5,15,7,1,8,0.2857142857142857,0.03571428571428571,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
SALESOPOLIS,354500,Chumbo,SP,42,5,14,13,10,0,10,0.2702702702702703,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1
SALETE,421530,Chumbo,SC,20,0,2,17,1,0,1,0.05,0,0,0,0,0,0,0,0,0,20,0,2,0,0,0,0,0,1,0,0
SALGADO FILHO,412280,Chumbo,PR,36,0,16,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SALINAS,315700,Chumbo,MG,19,14,0,1,3,1,4,0.8,0.2,1,0,0,1,0,2,0,0,14,2,0,0,0,0,0,0,0,0,0
SALINAS DA MARGARIDA,292730,Chumbo,BA,15,6,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
SALMOURAO,354510,Chumbo,SP,23,6,5,9,3,0,3,0.17647058823529413,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
SALTINHO,354515,Chumbo,SP,32,0,13,11,8,0,8,0.25,0,0,1,0,2,0,1,0,1,12,0,2,0,0,0,0,0,0,0,1
SALTINHO,421535,Chumbo,SC,25,2,7,14,2,0,2,0.08695652173913043,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1
SALTO DA DIVISA,315710,Chumbo,MG,2,0,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
SALTO DE PIRAPORA,354530,Chumbo,SP,19,2,10,6,1,0,1,0.058823529411764705,0,0,0,0,1,0,1,0,0,18,0,4,0,0,0,0,0,0,0,3
SALTO DO ITARARE,412290,Chumbo,PR,20,1,10,8,1,0,1,0.05263157894736842,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
SALTO DO JACUI,431645,Chumbo,RS,41,1,34,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0
SALTO DO LONTRA,412300,Chumbo,PR,36,0,15,21,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
SALTO VELOSO,421540,Chumbo,SC,21,0,1,16,4,0,4,0.19047619047619047,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0
SALVADOR,292740,Chumbo,BA,20,20,0,0,0,0,0,NA,NA,3,0,8,15,1,26,1,15,685,23,143,2,2,0,9,0,4,15,88
SALVADOR DO SUL,431650,Chumbo,RS,22,6,13,3,0,0,0,0,0,0,0,0,11,0,0,0,0,4,1,2,0,1,0,0,0,0,0,0
SANANDUVA,431660,Chumbo,RS,62,0,49,11,1,1,2,0.03225806451612903,0.016129032258064516,0,0,0,0,0,0,0,0,23,1,1,0,0,0,0,0,0,0,0
SANCLERLANDIA,521900,Chumbo,GO,12,5,3,1,3,0,3,0.42857142857142855,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
SANDOVALINA,354550,Chumbo,SP,19,1,4,10,3,1,4,0.2222222222222222,0.05555555555555555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SANTA ALBERTINA,354570,Chumbo,SP,36,6,13,15,2,0,2,0.06666666666666667,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
SANTA AMELIA,412310,Chumbo,PR,12,0,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SANTA BARBARA,315720,Chumbo,MG,23,9,6,6,2,0,2,0.14285714285714285,0,0,1,0,6,0,0,0,0,10,0,2,0,0,0,0,0,0,0,2
SANTA BARBARA DE GOIAS,521910,Chumbo,GO,21,10,7,3,1,0,1,0.09090909090909091,0,0,0,0,0,0,0,0,0,10,0,4,0,0,0,0,0,0,0,0
SANTA BARBARA DO LESTE,315725,Chumbo,MG,4,2,0,0,2,0,2,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
SANTA BARBARA DO SUL,431670,Chumbo,RS,32,0,32,0,0,0,0,0,0,0,0,0,0,1,0,0,1,12,0,3,0,1,0,0,0,0,0,1
SANTA BARBARA DO TUGURIO,315730,Chumbo,MG,10,4,2,2,2,0,2,0.3333333333333333,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
SANTA BRANCA,354600,Chumbo,SP,19,0,8,11,0,0,0,0,0,0,0,1,0,0,1,0,0,12,0,1,0,0,0,0,0,0,0,2
SANTA BRIGIDA,292760,Chumbo,BA,1,1,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SANTA CECILIA,421550,Chumbo,SC,51,7,7,35,2,0,2,0.045454545454545456,0,0,0,0,4,0,0,0,0,25,1,1,0,0,0,0,0,0,0,0
SANTA CLARA D'OESTE,354610,Chumbo,SP,22,6,6,8,2,0,2,0.125,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0
SANTA CRUZ,261245,Chumbo,PE,1,1,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SANTA CRUZ CABRALIA,292770,Chumbo,BA,5,5,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,7,0,4,0,0,0,0,0,0,0,0
SANTA CRUZ DA ESPERANCA,354625,Chumbo,SP,17,0,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
SANTA CRUZ DE MONTE CASTELO,412330,Chumbo,PR,18,1,7,8,2,0,2,0.11764705882352941,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
SANTA CRUZ DO ESCALVADO,315740,Chumbo,MG,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SANTA CRUZ DO SUL,431680,Chumbo,RS,141,1,128,10,0,2,2,0.014285714285714285,0.014285714285714285,0,0,1,1,0,3,0,0,65,1,19,0,1,0,3,0,0,1,7
SANTA EFIGENIA DE MINAS,315750,Chumbo,MG,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SANTA ERNESTINA,354650,Chumbo,SP,17,0,5,11,1,0,1,0.058823529411764705,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0
SANTA FE,412340,Chumbo,PR,19,0,10,7,2,0,2,0.10526315789473684,0,0,0,0,3,0,0,0,0,10,0,1,0,0,0,0,0,0,0,0
SANTA FE DE MINAS,315760,Chumbo,MG,16,10,0,2,4,0,4,0.6666666666666666,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SANTA HELENA,412350,Chumbo,PR,38,2,20,16,0,0,0,0,0,0,0,0,1,0,0,0,1,5,2,3,0,0,0,0,0,0,0,0
SANTA HELENA DE GOIAS,521930,Chumbo,GO,18,8,4,2,4,0,4,0.4,0,0,0,0,0,0,1,0,0,42,0,0,0,0,0,1,0,0,0,1
SANTA INES,412360,Chumbo,PR,16,0,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SANTA ISABEL,354680,Chumbo,SP,52,0,33,19,0,0,0,0,0,0,0,0,2,0,2,0,0,18,0,8,0,0,0,0,0,0,0,5
SANTA ISABEL,521935,Chumbo,GO,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SANTA IZABEL DO OESTE,412380,Chumbo,PR,34,1,14,19,0,0,0,0,0,0,0,0,0,0,1,0,0,4,1,1,0,0,0,0,0,0,1,0
SANTA LUCIA,412382,Chumbo,PR,19,2,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
SANTA LUZIA,292805,Chumbo,BA,13,5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
SANTA LUZIA,315780,Chumbo,MG,11,4,1,4,2,0,2,0.2857142857142857,0,0,0,2,1,0,5,6,2,97,4,23,0,6,0,0,0,2,1,14
SANTA MARGARIDA,315790,Chumbo,MG,42,0,30,8,4,0,4,0.09523809523809523,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0
SANTA MARGARIDA DO SUL,431697,Chumbo,RS,11,0,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SANTA MARIA,431690,Chumbo,RS,81,1,69,10,0,1,1,0.0125,0.0125,0,0,0,5,0,6,0,1,116,1,33,3,2,0,1,0,1,1,12
SANTA MARIA,530010,Chumbo,DF,46,0,9,31,4,2,6,0.13043478260869565,0.043478260869565216,9,2,3,12,0,50,2,4,263,26,157,9,1,0,7,0,1,7,144
SANTA MARIA DA SERRA,354700,Chumbo,SP,36,1,12,14,9,0,9,0.2571428571428571,0,0,0,0,3,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0
SANTA MARIA DE JETIBA,320455,Chumbo,ES,50,19,0,29,1,1,2,0.06451612903225806,0.03225806451612903,0,0,0,0,0,0,0,0,28,0,2,0,0,0,0,0,0,0,2
SANTA MARIA DO HERVAL,431695,Chumbo,RS,37,6,26,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SANTA MARIA DO OESTE,412385,Chumbo,PR,18,0,10,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
SANTA MARIA DO SALTO,315810,Chumbo,MG,1,1,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SANTA MARIA DO SUACUI,315820,Chumbo,MG,9,9,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0
SANTA MARIANA,412390,Chumbo,PR,53,1,45,6,1,0,1,0.019230769230769232,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,0,0,0,0,1
SANTA MERCEDES,354710,Chumbo,SP,25,6,7,10,2,0,2,0.10526315789473684,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
SANTA RITA DE CALDAS,315920,Chumbo,MG,14,10,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0,0,0,0,0,0,0,0
SANTA RITA DE IBITIPOCA,315940,Chumbo,MG,16,10,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
SANTA RITA DO ARAGUAIA,521940,Chumbo,GO,26,3,15,7,1,0,1,0.043478260869565216,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
SANTA RITA DO ITUETO,315950,Chumbo,MG,2,2,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
SANTA RITA DO PARDO,500755,Chumbo,MS,13,4,3,2,4,0,4,0.4444444444444444,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
SANTA RITA DO SAPUCAI,315960,Chumbo,MG,8,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,46,5,8,20,0,0,0,0,2,0,2
SANTA ROSA,431720,Chumbo,RS,36,2,29,5,0,0,0,0,0,0,0,0,0,0,0,0,2,59,3,11,1,0,1,1,0,0,0,9
SANTA ROSA DA SERRA,315970,Chumbo,MG,23,2,4,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SANTA ROSA DE GOIAS,521950,Chumbo,GO,16,2,11,1,2,0,2,0.14285714285714285,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
SANTA ROSA DE LIMA,280650,Chumbo,SE,1,1,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SANTA ROSA DE LIMA,421560,Chumbo,SC,20,0,3,13,4,0,4,0.2,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
SANTA ROSA DE VITERBO,354760,Chumbo,SP,28,2,8,18,0,0,0,0,0,0,0,0,2,0,0,0,0,7,1,1,0,0,0,0,1,0,0,0
SANTA SALETE,354765,Chumbo,SP,18,6,5,6,1,0,1,0.08333333333333333,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
SANTA TERESA,320460,Chumbo,ES,58,15,0,42,0,1,1,0.023255813953488372,0.023255813953488372,0,0,0,0,0,0,0,0,8,0,1,0,0,0,0,0,0,0,0
SANTA TERESINHA,292850,Chumbo,BA,15,6,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
SANTA TEREZA DE GOIAS,521960,Chumbo,GO,2,2,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SANTA TEREZA DO OESTE,412402,Chumbo,PR,42,1,26,14,1,0,1,0.024390243902439025,0,0,0,0,0,0,3,0,0,16,3,1,0,0,0,0,0,0,1,9
SANTA TEREZINHA,421567,Chumbo,SC,63,1,8,42,12,0,12,0.1935483870967742,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
SANTA TEREZINHA DE GOIAS,521970,Chumbo,GO,2,2,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
SANTA TEREZINHA DE ITAIPU,412405,Chumbo,PR,46,3,26,17,0,0,0,0,0,0,0,0,0,0,2,0,0,7,0,8,0,0,0,0,0,2,0,1
SANTA TEREZINHA DO PROGRESSO,421568,Chumbo,SC,14,0,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SANTA VITORIA,315980,Chumbo,MG,29,8,2,0,19,0,19,0.9047619047619048,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,1
SANTA VITORIA DO PALMAR,431730,Chumbo,RS,100,0,80,20,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,2,0,0,0,0,1,0,0,0
SANTANA,292820,Chumbo,BA,14,6,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
