municipio,codigo_ibge,parâmetro,uf,Total de testes substâncias em geral para cada linha - incluindo MENOR_LQ,Total de inconsistentes,Total de Consistentes não detectados,Total de parâmetros com MENOR_LQ,Total de Consistentes detectados Abaixo do VMP,Total de Consistentes detectados Acima do VMP,Total_Detectados,prop1,prop2,cnae_111301,cnae_111302,cnae_111303,cnae_111399,cnae_112101,cnae_112102,cnae_112199,cnae_113000,cnae_114800,cnae_115600,cnae_116401,cnae_116402,cnae_116403,cnae_116499,cnae_119901,cnae_119902,cnae_119903,cnae_119904,cnae_119905,cnae_119906,cnae_119907,cnae_119908,cnae_119909,cnae_119999,cnae_121101,cnae_121102,cnae_122900,cnae_131800,cnae_132600,cnae_133401,cnae_133402,cnae_133403,cnae_133404,cnae_133405,cnae_133406,cnae_133407,cnae_133408,cnae_133409,cnae_133410,cnae_133411,cnae_133499,cnae_134200,cnae_135100,cnae_139301,cnae_139302,cnae_139303,cnae_139304,cnae_139305,cnae_139306,cnae_139399,cnae_141501,cnae_141502,cnae_142300,cnae_161001,cnae_161003,cnae_210101,cnae_210102,cnae_210103,cnae_210104,cnae_210105,cnae_210106,cnae_729404,cnae_729405,cnae_1340502,cnae_1510600,cnae_1610205,cnae_2019399,cnae_2029100,cnae_2051700,cnae_2093200,cnae_2443100,cnae_2449199,cnae_2452100,cnae_2532201,cnae_2539002,cnae_2592601,cnae_2592602,cnae_2733300,cnae_3831999
PONTAL DO PARANA,411995,Cobre,PR,18,0,10,5,3,0,3,0.16666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,3
PONTALINA,521770,Cobre,GO,20,4,1,4,11,0,11,0.6875,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0
PONTALINDA,354025,Cobre,SP,25,7,3,11,4,0,4,0.2222222222222222,0,0,37,0,2,11,0,0,75,0,1,1,0,0,1,1,0,0,0,0,2,0,0,1,4,22,0,0,110,4,0,12,0,2,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,225,0,6,7,1,0,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PONTE ALTA,421330,Cobre,SC,30,4,2,18,6,0,6,0.23076923076923078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PONTE ALTA DO NORTE,421335,Cobre,SC,29,10,2,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,4,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1
PONTE SERRADA,421340,Cobre,SC,31,1,7,12,11,0,11,0.36666666666666664,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,26,1,0,2,0,0,1,0,0,0,0,1,0,5,0,0,0,0,0,1,0,0,0,0,1
PONTES GESTAL,354030,Cobre,SP,14,0,0,11,3,0,3,0.21428571428571427,0,0,27,0,0,0,0,0,51,0,23,1,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,12,0,0,0,0,0,0,62,0,0,0,0,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PONTO BELO,320425,Cobre,ES,17,0,0,12,5,0,5,0.29411764705882354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
PONTO CHIQUE,315213,Cobre,MG,5,5,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PONTO DOS VOLANTES,315217,Cobre,MG,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PONTO NOVO,292525,Cobre,BA,9,9,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
POPULINA,354040,Cobre,SP,48,14,8,22,4,0,4,0.11764705882352941,0,0,14,0,0,3,0,0,92,0,6,2,0,0,2,0,0,0,0,0,0,0,0,0,9,12,0,0,32,0,0,1,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,97,0,4,8,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
PORANGA,231100,Cobre,CE,1,1,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PORANGABA,354050,Cobre,SP,15,7,4,4,0,0,0,0,0,0,24,0,1,0,0,1,7,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,9,31,2,1,4,1,0,0,0,2,0,0,0,0,2,0,0,4,1,0,0,0,0,0,0,0,2,0,0,1,0,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
PORANGATU,521800,Cobre,GO,12,5,4,2,1,0,1,0.14285714285714285,0,4,0,0,1,0,0,0,1,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,21,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,2,1,0,1
PORECATU,412000,Cobre,PR,20,1,10,9,0,0,0,0,0,0,0,1,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
PORTEIRAO,521805,Cobre,GO,2,1,0,1,0,0,0,0,0,0,0,0,2,4,0,0,13,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PORTEIRINHA,315220,Cobre,MG,25,15,0,0,10,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
PORTELANDIA,521810,Cobre,GO,11,2,4,2,3,0,3,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PORTO AMAZONAS,412010,Cobre,PR,19,6,4,6,3,0,3,0.23076923076923078,0,0,7,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,66,1,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,1
PORTO BELO,421350,Cobre,SC,8,0,2,5,1,0,1,0.125,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,3,1,3,0,2
PORTO FIRME,315230,Cobre,MG,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PORTO LUCENA,431500,Cobre,RS,21,2,18,0,1,0,1,0.05263157894736842,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
PORTO MURTINHO,500690,Cobre,MS,14,8,0,6,0,0,0,0,0,0,0,0,2,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PORTO NACIONAL,171820,Cobre,TO,20,1,8,11,0,0,0,0,0,1,3,0,0,0,0,1,0,0,16,1,0,0,0,1,0,0,0,0,1,0,0,0,0,5,0,3,0,0,2,1,0,0,1,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,1,6,0,3,6,71,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,4,0,0,0,0,3
PORTO RICO,412020,Cobre,PR,20,1,13,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0
PORTO SEGURO,292530,Cobre,BA,26,26,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,1,11,0,2,0,0,2,1,0,0,3,0,0,0,0,0,0,1,7,1,0,0,2,0,0,3,0,0,0,0,2,30,3,0,0,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,6,0,1,2,0,4
PORTO UNIAO,421360,Cobre,SC,19,0,6,8,5,0,5,0.2631578947368421,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,22,2,0,13,0,2,1,0,0,0,1,2,0,1,0,0,0,0,0,2,1,2,2,2,1
PORTO VITORIA,412030,Cobre,PR,19,2,5,9,3,0,3,0.17647058823529413,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,16,2,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
PORTO XAVIER,431510,Cobre,RS,50,14,32,2,2,0,2,0.05555555555555555,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0
POSSE,521830,Cobre,GO,20,0,8,5,7,0,7,0.35,0,2,0,0,2,0,0,0,0,0,4,0,0,0,1,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,77,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
POTIRAGUA,292540,Cobre,BA,13,5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POUSO ALEGRE,315250,Cobre,MG,50,29,0,18,3,0,3,0.14285714285714285,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,28,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,23,4,5,3,4,8
POUSO REDONDO,421370,Cobre,SC,30,2,1,18,9,0,9,0.32142857142857145,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
PRACINHA,354085,Cobre,SP,25,11,3,5,6,0,6,0.42857142857142855,0,1,13,0,0,6,0,0,14,0,0,2,0,0,0,0,0,0,0,2,2,0,1,3,0,7,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRADO,292550,Cobre,BA,11,11,0,0,0,0,0,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,13,4,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0
PRADOS,315270,Cobre,MG,6,6,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,1
PRAIA GRANDE,354100,Cobre,SP,25,4,1,18,2,0,2,0.09523809523809523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,7,3,6,1,1,16
PRANCHITA,412035,Cobre,PR,8,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PRATA,315280,Cobre,MG,21,16,0,0,5,0,5,1,0,1,0,0,0,0,0,0,19,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,1,1,4,55,15,0,1,1,0,1,0,0,0,2,1,0,0,0,8,0,0,0,2,0,0,0,0,1
PRATANIA,354105,Cobre,SP,24,13,2,6,3,0,3,0.2727272727272727,0,0,21,0,1,0,0,1,113,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,0,0,17,0,0,0,0,0,0,0,0,0,1,0,0,1,59,0,0,0,0,0,0,0,0,0,0,0,0,14,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
PRESIDENTE ALVES,354110,Cobre,SP,30,6,3,12,9,0,9,0.375,0,0,7,0,0,0,0,0,49,0,0,5,0,0,3,2,0,0,0,0,4,0,2,1,10,118,0,1,3,0,0,0,0,1,0,0,0,0,3,1,0,1,14,0,0,0,0,0,0,1,0,0,0,0,0,13,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRESIDENTE BERNARDES,315310,Cobre,MG,12,12,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRESIDENTE BERNARDES,354120,Cobre,SP,54,21,4,17,12,0,12,0.36363636363636365,0,1,154,1,6,49,0,3,25,0,43,42,1,1,14,3,0,14,0,10,38,0,1,47,48,63,0,0,1,2,0,1,0,2,1,0,0,0,4,0,0,6,2,0,0,0,0,0,0,2,1,4,25,0,2,9,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRESIDENTE CASTELLO BRANCO,421390,Cobre,SC,22,4,4,9,5,0,5,0.2777777777777778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRESIDENTE EPITACIO,354130,Cobre,SP,39,17,2,11,9,0,9,0.4090909090909091,0,0,20,0,0,27,0,0,32,0,40,7,0,0,5,0,0,1,0,2,29,0,8,10,15,48,0,1,0,0,0,0,0,1,2,0,0,8,2,1,0,3,0,0,0,0,0,0,0,15,0,1,5,0,0,12,8,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,1
PRESIDENTE JANIO QUADROS,292570,Cobre,BA,8,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
PRESIDENTE JUSCELINO,315320,Cobre,MG,24,12,3,7,2,0,2,0.16666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRESIDENTE KENNEDY,320430,Cobre,ES,8,0,0,5,3,0,3,0.375,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0
PRESIDENTE NEREU,421410,Cobre,SC,20,0,0,15,5,0,5,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRESIDENTE OLEGARIO,315340,Cobre,MG,38,7,0,0,31,0,31,1,0,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,4,26,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,1,0,3
PRESIDENTE PRUDENTE,354140,Cobre,SP,80,25,13,27,15,0,15,0.2727272727272727,0,2,61,0,4,16,0,0,28,0,6,10,0,2,37,0,0,14,1,9,18,0,2,0,97,319,2,8,1,4,0,3,0,3,4,0,0,1,4,14,0,4,9,0,0,0,1,0,0,0,3,0,5,4,4,40,2,0,0,0,0,1,0,0,0,17,0,0,2,0,1,0,0,1,10,2,0,0,0,19
PRESIDENTE TANCREDO NEVES,292575,Cobre,BA,14,7,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PRIMEIRO DE MAIO,412050,Cobre,PR,37,6,15,11,5,0,5,0.16129032258064516,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PROFESSOR JAMIL,521839,Cobre,GO,8,3,2,0,3,0,3,0.6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PROGRESSO,431515,Cobre,RS,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PROPRIA,280570,Cobre,SE,6,0,0,5,1,0,1,0.16666666666666666,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PRUDENTE DE MORAIS,315360,Cobre,MG,8,2,0,0,6,0,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,2,0,0,0,6
PRUDENTOPOLIS,412060,Cobre,PR,20,2,8,10,0,0,0,0,0,0,1,0,1,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,20,2,0,6,0,0,5,0,0,0,2,0,0,1,0,0,0,0,0,2,0,1,0,0,1
PUTINGA,431520,Cobre,RS,12,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
QUADRA,354165,Cobre,SP,22,13,1,7,1,0,1,0.1111111111111111,0,1,151,3,0,0,0,0,44,0,15,0,0,0,7,0,0,5,0,10,3,0,0,4,14,27,0,5,2,0,0,1,0,1,0,0,0,0,12,0,0,2,0,0,0,0,0,0,0,0,2,0,1,2,0,5,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
QUARAI,431530,Cobre,RS,98,18,70,9,1,0,1,0.0125,0,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
QUARTEL GERAL,315370,Cobre,MG,7,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QUARTO CENTENARIO,412065,Cobre,PR,33,3,14,12,4,0,4,0.13333333333333333,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QUATA,354170,Cobre,SP,23,9,0,6,8,0,8,0.5714285714285714,0,0,8,0,0,0,0,0,158,0,42,74,0,0,0,0,0,2,1,0,64,0,4,0,2,33,0,1,0,0,0,1,0,2,0,0,0,1,0,0,0,1,8,0,0,0,0,0,0,5,1,0,0,0,3,5,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
QUATIGUA,412070,Cobre,PR,21,0,9,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1
