municipio,codigo_ibge,parâmetro,uf,Total de testes substâncias em geral para cada linha - incluindo MENOR_LQ,Total de inconsistentes,Total de Consistentes não detectados,Total de parâmetros com MENOR_LQ,Total de Consistentes detectados Abaixo do VMP,Total de Consistentes detectados Acima do VMP,Total_Detectados,prop1,prop2,cnae_729404,cnae_2019399,cnae_2073800,cnae_2092401,cnae_2092403,cnae_2093200,cnae_2094100,cnae_2110600,cnae_2121101,cnae_2122000,cnae_2449199,cnae_2452100,cnae_2539001,cnae_3831999,total_canes
SALGADO FILHO,412280,Antimônio,PR,36,0,16,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SALINAS,315700,Antimônio,MG,20,12,4,0,4,0,4,0.5,0,1,0,0,0,0,0,0,0,0,0,0,2,14,0,17
SALINAS DA MARGARIDA,292730,Antimônio,BA,11,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7
SALMOURAO,354510,Antimônio,SP,23,9,4,9,1,0,1,0.07142857142857142,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
SALTINHO,354515,Antimônio,SP,32,11,7,14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,12,1,15
SALTINHO,421535,Antimônio,SC,25,2,8,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,5
SALTO DA DIVISA,315710,Antimônio,MG,2,0,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
SALTO DE PIRAPORA,354530,Antimônio,SP,19,9,2,8,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,18,3,24
SALTO DO ITARARE,412290,Antimônio,PR,20,0,9,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
SALTO DO JACUI,431645,Antimônio,RS,39,1,34,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,5
SALTO DO LONTRA,412300,Antimônio,PR,36,0,16,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
SALTO VELOSO,421540,Antimônio,SC,21,0,2,17,2,0,2,0.09523809523809523,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SALVADOR,292740,Antimônio,BA,17,17,0,0,0,0,0,NA,NA,3,8,4,3,1,7,0,6,37,3,15,4,685,88,864
SALVADOR DO SUL,431650,Antimônio,RS,13,3,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
SANANDUVA,431660,Antimônio,RS,50,0,46,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,23
SANCLERLANDIA,521900,Antimônio,GO,12,6,3,1,2,0,2,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
SANDOVALINA,354550,Antimônio,SP,19,2,6,10,1,0,1,0.058823529411764705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SANTA ALBERTINA,354570,Antimônio,SP,41,8,21,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
SANTA AMELIA,412310,Antimônio,PR,12,0,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SANTA BARBARA,315720,Antimônio,MG,23,9,10,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10,2,13
SANTA BARBARA DE GOIAS,521910,Antimônio,GO,20,10,2,1,7,0,7,0.7,0,0,0,0,0,0,0,0,0,2,0,0,0,10,0,12
SANTA BARBARA DO LESTE,315725,Antimônio,MG,4,2,0,0,2,0,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,3
SANTA BARBARA DO SUL,431670,Antimônio,RS,32,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,1,14
SANTA BARBARA DO TUGURIO,315730,Antimônio,MG,11,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10
SANTA BRANCA,354600,Antimônio,SP,19,0,10,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,12,2,16
SANTA BRIGIDA,292760,Antimônio,BA,1,1,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SANTA CECILIA,421550,Antimônio,SC,51,1,12,36,2,0,2,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,25
SANTA CLARA D'OESTE,354610,Antimônio,SP,24,7,12,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9
SANTA CRUZ CABRALIA,292770,Antimônio,BA,4,4,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,7,0,8
SANTA CRUZ DA ESPERANCA,354625,Antimônio,SP,25,1,6,18,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,3
SANTA CRUZ DE GOIAS,521920,Antimônio,GO,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
SANTA CRUZ DE MONTE CASTELO,412330,Antimônio,PR,18,0,10,7,1,0,1,0.05555555555555555,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,4
SANTA CRUZ DO ESCALVADO,315740,Antimônio,MG,5,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SANTA CRUZ DO SUL,431680,Antimônio,RS,127,0,124,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,65,7,73
SANTA EFIGENIA DE MINAS,315750,Antimônio,MG,3,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SANTA ERNESTINA,354650,Antimônio,SP,19,1,10,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
SANTA FE,412340,Antimônio,PR,19,0,10,6,3,0,3,0.15789473684210525,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10
SANTA FE DE MINAS,315760,Antimônio,MG,24,18,2,2,2,0,2,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SANTA HELENA,412350,Antimônio,PR,38,0,20,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,6
SANTA HELENA DE GOIAS,521930,Antimônio,GO,18,13,2,0,3,0,3,0.6,0,0,0,0,0,0,0,0,0,0,0,0,1,42,1,44
SANTA INES,412360,Antimônio,PR,16,0,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SANTA ISABEL,354680,Antimônio,SP,52,0,38,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,5,23
SANTA ISABEL,521935,Antimônio,GO,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SANTA IZABEL DO OESTE,412380,Antimônio,PR,34,0,13,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
SANTA JULIANA,315770,Antimônio,MG,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6
SANTA LUCIA,412382,Antimônio,PR,19,0,10,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SANTA LUZIA,292805,Antimônio,BA,9,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
SANTA LUZIA,315780,Antimônio,MG,12,5,1,4,2,0,2,0.2857142857142857,0,0,2,1,0,0,1,1,0,4,1,2,2,97,14,125
SANTA MARGARIDA,315790,Antimônio,MG,42,0,30,8,4,0,4,0.09523809523809523,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,3
SANTA MARGARIDA DO SUL,431697,Antimônio,RS,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SANTA MARIA,431690,Antimônio,RS,69,2,63,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,5,116,12,137
SANTA MARIA,530010,Antimônio,DF,49,0,7,40,2,0,2,0.04081632653061224,0,9,3,3,0,0,2,0,4,20,3,4,11,263,144,466
SANTA MARIA DA SERRA,354700,Antimônio,SP,35,12,8,14,1,0,1,0.043478260869565216,0,0,0,0,0,0,2,0,0,0,0,0,1,4,0,7
SANTA MARIA DE JETIBA,320455,Antimônio,ES,56,19,0,36,0,1,1,0.02702702702702703,0.02702702702702703,0,0,0,0,0,0,0,0,0,0,0,0,28,2,30
SANTA MARIA DO HERVAL,431695,Antimônio,RS,38,6,29,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SANTA MARIA DO OESTE,412385,Antimônio,PR,18,0,10,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
SANTA MARIA DO SALTO,315810,Antimônio,MG,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SANTA MARIA DO SUACUI,315820,Antimônio,MG,14,14,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
SANTA MARIANA,412390,Antimônio,PR,53,1,47,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,5
SANTA MERCEDES,354710,Antimônio,SP,25,9,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
SANTA RITA DE CALDAS,315920,Antimônio,MG,14,10,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8
SANTA RITA DE IBITIPOCA,315940,Antimônio,MG,16,10,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
SANTA RITA DO ARAGUAIA,521940,Antimônio,GO,26,2,11,5,8,0,8,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6
SANTA RITA DO ITUETO,315950,Antimônio,MG,2,2,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SANTA RITA DO PARDO,500755,Antimônio,MS,13,0,6,2,5,0,5,0.38461538461538464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SANTA RITA DO SAPUCAI,315960,Antimônio,MG,8,2,2,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,46,2,50
SANTA ROSA,431720,Antimônio,RS,27,2,16,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,59,9,71
SANTA ROSA DA SERRA,315970,Antimônio,MG,33,2,21,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SANTA ROSA DE GOIAS,521950,Antimônio,GO,16,5,2,5,4,0,4,0.36363636363636365,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
SANTA ROSA DE LIMA,280650,Antimônio,SE,1,1,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SANTA ROSA DE LIMA,421560,Antimônio,SC,20,0,4,14,2,0,2,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
SANTA ROSA DE VITERBO,354760,Antimônio,SP,28,3,5,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7
SANTA SALETE,354765,Antimônio,SP,16,7,4,4,1,0,1,0.1111111111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
SANTA TERESA,320460,Antimônio,ES,58,16,0,41,1,0,1,0.023809523809523808,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8
SANTA TERESINHA,292850,Antimônio,BA,12,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SANTA TEREZA DE GOIAS,521960,Antimônio,GO,2,2,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SANTA TEREZA DO OESTE,412402,Antimônio,PR,44,0,26,16,2,0,2,0.045454545454545456,0,0,0,1,0,0,0,0,0,0,0,0,1,16,9,27
SANTA TEREZINHA,421567,Antimônio,SC,63,0,10,52,1,0,1,0.015873015873015872,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
SANTA TEREZINHA DE GOIAS,521970,Antimônio,GO,2,2,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7
SANTA TEREZINHA DE ITAIPU,412405,Antimônio,PR,26,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,8
SANTA TEREZINHA DO PROGRESSO,421568,Antimônio,SC,14,0,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SANTA VITORIA,315980,Antimônio,MG,29,14,4,2,9,0,9,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,19
SANTA VITORIA DO PALMAR,431730,Antimônio,RS,100,0,95,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,21,0,22
SANTANA,292820,Antimônio,BA,12,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SANTANA DA BOA VISTA,431700,Antimônio,RS,11,0,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
SANTANA DA PONTE PENSA,354720,Antimônio,SP,24,7,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
SANTANA DA VARGEM,315830,Antimônio,MG,15,11,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
SANTANA DE PARNAIBA,354730,Antimônio,SP,92,15,38,39,0,0,0,0,0,0,1,1,0,0,5,0,0,0,1,3,4,82,5,102
SANTANA DE PIRAPAMA,315850,Antimônio,MG,6,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
SANTANA DO ITARARE,412400,Antimônio,PR,20,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,3
SANTANA DO MANHUACU,315890,Antimônio,MG,28,2,20,0,6,0,6,0.23076923076923078,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SANTIAGO,431740,Antimônio,RS,16,0,11,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,2,35
SANTO AMARO,292860,Antimônio,BA,36,32,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,11,1,14
SANTO AMARO DA IMPERATRIZ,421570,Antimônio,SC,29,0,1,28,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,8,0,13
SANTO ANASTACIO,354770,Antimônio,SP,23,5,3,13,2,0,2,0.1111111111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,12
SANTO ANDRE,354780,Antimônio,SP,22,11,8,3,0,0,0,0,0,0,8,0,0,0,6,0,1,2,2,7,8,519,31,584
SANTO ANGELO,431750,Antimônio,RS,33,0,26,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,31,11,44
SANTO ANTONIO DA PATRULHA,431760,Antimônio,RS,116,0,111,4,0,1,1,0.008620689655172414,0.008620689655172414,0,0,0,0,0,0,0,0,0,0,0,0,35,3,38
SANTO ANTONIO DA PLATINA,412410,Antimônio,PR,43,0,24,19,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,16,0,17
SANTO ANTONIO DAS MISSOES,431770,Antimônio,RS,27,0,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
SANTO ANTONIO DE GOIAS,521973,Antimônio,GO,3,2,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6
SANTO ANTONIO DE JESUS,292870,Antimônio,BA,13,6,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,33,5,42
SANTO ANTONIO DO AMPARO,315990,Antimônio,MG,9,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
SANTO ANTONIO DO CAIUA,412420,Antimônio,PR,18,1,10,6,1,0,1,0.058823529411764705,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
SANTO ANTONIO DO DESCOBERTO,521975,Antimônio,GO,23,3,0,2,18,0,18,0.9,0,0,0,0,0,0,0,0,1,0,0,0,0,4,4,9
SANTO ANTONIO DO GRAMA,316010,Antimônio,MG,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
SANTO ANTONIO DO ITAMBE,316020,Antimônio,MG,1,1,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SANTO ANTONIO DO JARDIM,354810,Antimônio,SP,31,7,6,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5
SANTO ANTONIO DO MONTE,316040,Antimônio,MG,16,12,2,2,0,0,0,0,0,0,3,0,19,0,0,0,0,0,0,3,4,9,0,38
SANTO ANTONIO DO PINHAL,354820,Antimônio,SP,53,15,23,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SANTO ANTONIO DO RETIRO,316045,Antimônio,MG,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SANTO ANTONIO DO SUDOESTE,412440,Antimônio,PR,20,0,10,10,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,8,0,10
SANTO AUGUSTO,431780,Antimônio,RS,68,0,66,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,18
SANTO CRISTO,431790,Antimônio,RS,93,10,82,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,11
SANTO ESTEVAO,292880,Antimônio,BA,10,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,1,9
SANTO EXPEDITO,354830,Antimônio,SP,25,7,5,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
SANTO EXPEDITO DO SUL,431795,Antimônio,RS,50,0,49,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SANTO HIPOLITO,316060,Antimônio,MG,32,7,15,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SANTO INACIO,412450,Antimônio,PR,17,0,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SANTOPOLIS DO AGUAPEI,354840,Antimônio,SP,28,12,3,12,1,0,1,0.0625,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7
SANTOS,354850,Antimônio,SP,14,0,6,8,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,2,124,11,141
SANTOS DUMONT,316070,Antimônio,MG,2,2,0,0,0,0,0,NA,NA,0,1,0,0,0,0,0,0,0,0,7,0,24,3,35
SAO BENTO DO SAPUCAI,354860,Antimônio,SP,22,4,13,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
SAO BERNARDINO,421575,Antimônio,SC,22,5,5,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
SAO BERNARDO DO CAMPO,354870,Antimônio,SP,124,66,14,42,2,0,2,0.034482758620689655,0,0,3,2,0,0,8,0,2,10,2,11,14,451,34,537
SAO BONIFACIO,421590,Antimônio,SC,13,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAO BORJA,431800,Antimônio,RS,13,0,11,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,49,3,54
SAO BRAS,270820,Antimônio,AL,5,0,0,3,2,0,2,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAO BRAS DO SUACUI,316090,Antimônio,MG,18,12,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3
SAO CARLOS,421600,Antimônio,SC,26,2,2,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,11
SAO CARLOS DO IVAI,412460,Antimônio,PR,15,0,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8
SAO CRISTOVAO,280670,Antimônio,SE,1,1,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,24,0,24
SAO CRISTOVAO DO SUL,421605,Antimônio,SC,42,0,11,31,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,8
SAO DESIDERIO,292890,Antimônio,BA,19,8,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,13
SAO DOMINGOS,292895,Antimônio,BA,24,9,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
SAO DOMINGOS,421610,Antimônio,SC,44,2,10,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
SAO DOMINGOS,521980,Antimônio,GO,14,10,0,0,4,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
SAO FELIPE,292910,Antimônio,BA,10,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,5
SAO FELIX DE MINAS,316105,Antimônio,MG,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
SAO FRANCISCO,316110,Antimônio,MG,3,3,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5
SAO FRANCISCO,354900,Antimônio,SP,23,7,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAO FRANCISCO DE ASSIS,431810,Antimônio,RS,68,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6
SAO FRANCISCO DE PAULA,316120,Antimônio,MG,16,8,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
SAO FRANCISCO DE PAULA,431820,Antimônio,RS,24,5,16,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,14
SAO FRANCISCO DE SALES,316130,Antimônio,MG,9,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
SAO GERALDO,316150,Antimônio,MG,1,1,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
SAO GERALDO DO ARAGUAIA,150745,Antimônio,PA,12,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5
SAO GONCALO DO ABAETE,316170,Antimônio,MG,2,2,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
SAO GONCALO DO PARA,316180,Antimônio,MG,11,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,7
SAO GONCALO DO SAPUCAI,316200,Antimônio,MG,6,6,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,9,1,10
SAO GOTARDO,316210,Antimônio,MG,43,5,26,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,2,44
SAO JERONIMO,431840,Antimônio,RS,22,0,20,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,12,3,17
SAO JOAO,412480,Antimônio,PR,25,0,16,5,4,0,4,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6
SAO JOAO D'ALIANCA,522000,Antimônio,GO,41,8,13,5,13,2,15,0.45454545454545453,0.06060606060606061,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7
SAO JOAO DA BOA VISTA,354910,Antimônio,SP,30,6,6,18,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,4,1,74,2,83
SAO JOAO DA PARAUNA,522005,Antimônio,GO,26,8,6,2,10,0,10,0.5555555555555556,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
SAO JOAO DA PONTE,316240,Antimônio,MG,28,15,0,0,13,0,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
SAO JOAO DA URTIGA,431842,Antimônio,RS,61,3,48,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
SAO JOAO DAS DUAS PONTES,354920,Antimônio,SP,31,8,12,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
SAO JOAO DAS MISSOES,316245,Antimônio,MG,11,11,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAO JOAO DEL REI,316250,Antimônio,MG,25,23,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,15,33,5,58
SAO JOAO DO CAIUA,412490,Antimônio,PR,15,0,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2,1,8
SAO JOAO DO ITAPERIU,421635,Antimônio,SC,26,0,1,15,10,0,10,0.38461538461538464,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10
SAO JOAO DO IVAI,412500,Antimônio,PR,56,0,30,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,6
SAO JOAO DO MANHUACU,316255,Antimônio,MG,17,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4
SAO JOAO DO MANTENINHA,316257,Antimônio,MG,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAO JOAO DO ORIENTE,316260,Antimônio,MG,27,20,1,2,4,0,4,0.5714285714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
SAO JOAO DO PARAISO,316270,Antimônio,MG,21,21,0,0,0,0,0,NA,NA,0,0,0,0,0,7,0,0,0,0,0,0,4,0,11
SAO JOAO DO SUL,421640,Antimônio,SC,37,0,10,21,6,0,6,0.16216216216216217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAO JOAO DO TRIUNFO,412510,Antimônio,PR,20,0,10,8,2,0,2,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
SAO JOAO EVANGELISTA,316280,Antimônio,MG,24,24,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,4,1,5
SAO JOAQUIM,421650,Antimônio,SC,55,0,9,44,2,0,2,0.03636363636363636,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,9
SAO JORGE,431844,Antimônio,RS,32,0,30,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAO JORGE D'OESTE,412520,Antimônio,PR,51,0,26,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5
SAO JORGE DO PATROCINIO,412535,Antimônio,PR,17,0,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
SAO JOSE DA BARRA,316294,Antimônio,MG,38,28,8,0,2,0,2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,10
SAO JOSE DA BOA VISTA,412540,Antimônio,PR,36,0,16,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAO JOSE DA SAFIRA,316300,Antimônio,MG,8,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
SAO JOSE DA VITORIA,292935,Antimônio,BA,12,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
SAO JOSE DAS PALMEIRAS,412545,Antimônio,PR,14,0,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
SAO JOSE DO ALEGRE,316320,Antimônio,MG,6,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAO JOSE DO CALCADO,320480,Antimônio,ES,21,3,0,15,3,0,3,0.16666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
